Ensembl_Gene_ID	Pfam
ENSG00000167487	PF07707
ENSG00000189195	PF15363
ENSG00000144228	PF00917
ENSG00000161594	PF07707
ENSG00000261631	PF07707
ENSG00000149243	PF07707
ENSG00000187961	PF07707
ENSG00000114796	PF07707
ENSG00000177485	PF00651
ENSG00000165572	PF07707
ENSG00000122550	PF07707
ENSG00000170852	PF07707
ENSG00000188827	PF09494
ENSG00000185915	PF07707
ENSG00000135686	PF07707
ENSG00000099949	PF00651
ENSG00000182359	PF07707
ENSG00000213160	PF07707
ENSG00000136144	PF00651
ENSG00000163376	PF07707
ENSG00000120696	PF07707
ENSG00000172578	PF07707
ENSG00000114626	PF00651
ENSG00000148411	PF10523
ENSG00000160062	PF00651
ENSG00000213588	PF00651
ENSG00000236515	PF00651
ENSG00000119771	PF07707
ENSG00000205189	PF00651
ENSG00000087338	PF07707
ENSG00000184887	PF08005
ENSG00000174010	PF07707
ENSG00000186231	PF07707
ENSG00000109790	PF07707
ENSG00000183826	PF07707
ENSG00000160877	PF10523
ENSG00000133243	PF08005
ENSG00000008853	PF00071
ENSG00000102271	PF07707
ENSG00000064726	PF08005
ENSG00000183655	PF07707
ENSG00000127688	PF07707
ENSG00000124743	PF07707
ENSG00000150361	PF07707
ENSG00000178502	PF07707
ENSG00000259896	PF07707
ENSG00000123444	PF07707
ENSG00000179454	PF07707
ENSG00000011114	PF07707
ENSG00000197705	PF07707
ENSG00000145332	PF07707
ENSG00000198642	PF07707
ENSG00000003096	PF07707
ENSG00000146021	PF07707
ENSG00000162413	PF07707
ENSG00000132640	PF08005
ENSG00000076321	PF07707
ENSG00000197429	PF07707
ENSG00000116679	PF07707
ENSG00000172264	PF01661
ENSG00000138496	PF01661
ENSG00000133315	PF01661
ENSG00000196505	PF13716
ENSG00000124596	PF01661
ENSG00000178199	PF18039
ENSG00000100441	PF11977
ENSG00000102921	PF11977
ENSG00000163874	PF18561
ENSG00000102053	PF18561
ENSG00000149289	PF18561
ENSG00000205978	PF17921
ENSG00000001631	PF16705
ENSG00000070159	PF00102
ENSG00000169398	PF21477
ENSG00000163629	PF00102
ENSG00000120899	PF21477
ENSG00000169933	PF21477
ENSG00000152104	PF00102
ENSG00000070778	PF00102
ENSG00000147234	PF21477
ENSG00000070601	PF21477
ENSG00000170324	PF00595
ENSG00000153303	PF09379
ENSG00000139926	PF09380
ENSG00000126391	PF00373
ENSG00000158079	PF00782
ENSG00000081377	PF14671
ENSG00000111880	PF03919
ENSG00000144048	PF00782
ENSG00000161326	PF00782
ENSG00000120129	PF00581
ENSG00000108861	PF00782
ENSG00000158050	PF00581
ENSG00000120875	PF00581
ENSG00000184545	PF00581
ENSG00000138166	PF00581
ENSG00000139318	PF00581
ENSG00000164086	PF00581
ENSG00000188542	PF00782
ENSG00000198842	PF00782
ENSG00000188716	PF00782
ENSG00000079393	PF00782
ENSG00000141298	PF08766
ENSG00000167065	PF00782
ENSG00000172830	PF08766
ENSG00000162999	PF00782
ENSG00000198252	PF00782
ENSG00000110536	PF00782
ENSG00000084112	PF08766
ENSG00000112245	PF00782
ENSG00000130829	PF00581
ENSG00000133878	PF00782
ENSG00000158716	PF00782
ENSG00000111266	PF00581
ENSG00000149599	PF00782
ENSG00000189037	PF00782
ENSG00000112679	PF00782
ENSG00000079335	PF14671
ENSG00000081721	PF00782
ENSG00000127952	PF00581
ENSG00000262263	PF00581
ENSG00000143507	PF00581
ENSG00000159352	PF13519
ENSG00000138614	PF20504
ENSG00000232125	PF09069
ENSG00000138101	PF09069
ENSG00000198947	PF00435
ENSG00000152818	PF00435
ENSG00000102385	PF00435
ENSG00000161011	PF16577
ENSG00000188554	PF16158
ENSG00000036549	PF00249
ENSG00000163012	PF04434
ENSG00000176407	PF05605
ENSG00000134769	PF09069
ENSG00000173809	PF00567
ENSG00000031698	PF02403
ENSG00000162396	PF03129
ENSG00000112855	PF13393
ENSG00000256525	PF03129
ENSG00000262917	PF03129
ENSG00000162971	PF13621
ENSG00000243789	PF13621
ENSG00000155666	PF13621
ENSG00000089094	PF16866
ENSG00000169087	PF13621
ENSG00000161999	PF13621
ENSG00000166135	PF13621
ENSG00000021852	PF21195
ENSG00000165899	PF05270
ENSG00000102104	PF00754
ENSG00000185010	PF07732
ENSG00000198734	PF07732
ENSG00000108797	PF02210
ENSG00000137332	PF21114
ENSG00000204580	PF21114
ENSG00000215522	PF21114
ENSG00000230456	PF21114
ENSG00000234078	PF21114
ENSG00000162733	PF21114
ENSG00000106624	PF00246
ENSG00000121898	PF00246
ENSG00000155052	PF02210
ENSG00000088882	PF00246
ENSG00000152910	PF02210
ENSG00000174469	PF02210
ENSG00000081870	PF00754
ENSG00000102763	PF07728
ENSG00000112159	PF21108
ENSG00000139697	PF13872
ENSG00000064932	PF13872
ENSG00000188883	PF00059
ENSG00000157322	PF00188
ENSG00000256797	PF00059
ENSG00000054219	PF00040
ENSG00000166509	PF00059
ENSG00000115386	PF00059
ENSG00000163815	PF00059
ENSG00000104921	PF00059
ENSG00000236279	PF00059
ENSG00000165471	PF00059
ENSG00000186652	PF00059
ENSG00000174175	PF00084
ENSG00000137101	PF00059
ENSG00000120586	PF00652
ENSG00000260314	PF00652
ENSG00000134545	PF00059
ENSG00000205809	PF00059
ENSG00000213809	PF00059
ENSG00000133661	PF00059
ENSG00000172023	PF00059
ENSG00000070413	PF00059
ENSG00000172016	PF00059
ENSG00000110848	PF00059
ENSG00000205810	PF00059
ENSG00000111796	PF00059
ENSG00000153246	PF00040
ENSG00000134539	PF00059
ENSG00000164946	PF19309
ENSG00000158270	PF00059
ENSG00000172322	PF00059
ENSG00000205846	PF00059
ENSG00000188393	PF00059
ENSG00000143954	PF00059
ENSG00000204381	PF00059
ENSG00000182566	PF00059
ENSG00000140839	PF00188
ENSG00000197992	PF00059
ENSG00000261210	PF00059
ENSG00000187912	PF00059
ENSG00000185303	PF00059
ENSG00000122852	PF00059
ENSG00000241399	PF00059
ENSG00000152672	PF00059
ENSG00000150048	PF00059
ENSG00000157335	PF00188
ENSG00000198178	PF00059
ENSG00000166527	PF00059
ENSG00000110852	PF00059
ENSG00000139187	PF00059
ENSG00000118004	PF00059
ENSG00000172243	PF00059
ENSG00000134193	PF00059
ENSG00000104938	PF00059
ENSG00000154645	PF00059
ENSG00000174807	PF14670
ENSG00000090659	PF00059
ENSG00000258227	PF00059
ENSG00000261180	PF00059
ENSG00000150045	PF00059
ENSG00000165682	PF00059
ENSG00000011028	PF00040
ENSG00000069493	PF00059
ENSG00000116031	PF00059
ENSG00000166523	PF00059
ENSG00000111729	PF00059
ENSG00000105472	PF00059
ENSG00000156575	PF00059
ENSG00000184374	PF00059
ENSG00000146955	PF00071
ENSG00000041353	PF00071
ENSG00000173156	PF00071
ENSG00000158186	PF00071
ENSG00000117280	PF00071
ENSG00000088320	PF00071
ENSG00000176490	PF00071
ENSG00000162595	PF00071
ENSG00000105514	PF00071
ENSG00000100228	PF00071
ENSG00000213281	PF00071
ENSG00000174775	PF00071
ENSG00000133703	PF00071
ENSG00000155366	PF00071
ENSG00000102128	PF07525
ENSG00000125249	PF00071
ENSG00000126458	PF00071
ENSG00000006451	PF00071
ENSG00000144118	PF00071
ENSG00000128340	PF00071
ENSG00000119729	PF00071
ENSG00000105649	PF00071
ENSG00000169213	PF00071
ENSG00000168118	PF00071
ENSG00000144566	PF00071
ENSG00000175582	PF00071
ENSG00000108774	PF00071
ENSG00000261378	PF00071
ENSG00000075785	PF00071
ENSG00000123595	PF00071
ENSG00000143545	PF00071
ENSG00000157869	PF00071
ENSG00000069974	PF00071
ENSG00000108830	PF00071
ENSG00000164949	PF00071
ENSG00000166592	PF00071
ENSG00000123892	PF00071
ENSG00000132698	PF00071
ENSG00000139998	PF00071
ENSG00000169750	PF00071
ENSG00000070831	PF00071
ENSG00000167461	PF00071
ENSG00000167578	PF00071
ENSG00000104388	PF00071
ENSG00000111540	PF00071
ENSG00000084733	PF00071
ENSG00000119396	PF00071
ENSG00000127314	PF00071
ENSG00000181467	PF00071
ENSG00000067560	PF00071
ENSG00000115963	PF00071
ENSG00000133818	PF00071
ENSG00000262489	PF00071
ENSG00000103769	PF00071
ENSG00000143878	PF00071
ENSG00000138069	PF00071
ENSG00000132341	PF00071
ENSG00000116473	PF00071
ENSG00000136238	PF00071
ENSG00000177105	PF00071
ENSG00000141542	PF07525
ENSG00000168461	PF00071
ENSG00000118508	PF00071
ENSG00000134594	PF00071
ENSG00000179331	PF00071
ENSG00000111737	PF00071
ENSG00000106615	PF00071
ENSG00000168421	PF00071
ENSG00000137502	PF00071
ENSG00000185236	PF00071
ENSG00000147127	PF00071
ENSG00000206418	PF00071
ENSG00000122035	PF00071
ENSG00000116574	PF00071
ENSG00000187682	PF00071
ENSG00000255587	PF00071
ENSG00000172780	PF00071
ENSG00000139890	PF00071
ENSG00000188060	PF00071
ENSG00000167550	PF00071
ENSG00000129472	PF00071
ENSG00000172476	PF07525
ENSG00000172602	PF00071
ENSG00000100276	PF00071
ENSG00000166128	PF00071
ENSG00000143622	PF00071
ENSG00000169228	PF00071
ENSG00000134533	PF00071
ENSG00000172794	PF00071
ENSG00000100302	PF00071
ENSG00000155961	PF00071
ENSG00000152932	PF00071
ENSG00000165023	PF00071
ENSG00000104140	PF00071
ENSG00000197562	PF07525
ENSG00000141150	PF00071
ENSG00000152214	PF00071
ENSG00000128045	PF00071
ENSG00000100360	PF00071
ENSG00000109113	PF00071
ENSG00000172007	PF00071
ENSG00000222014	PF00071
ENSG00000124839	PF00071
ENSG00000174903	PF00071
ENSG00000126785	PF00071
ENSG00000111404	PF00071
ENSG00000139725	PF00071
ENSG00000099246	PF00071
ENSG00000123570	PF00071
ENSG00000154917	PF00071
ENSG00000139832	PF00071
ENSG00000103710	PF00071
ENSG00000168256	PF00071
ENSG00000260770	PF00071
ENSG00000197885	PF00071
ENSG00000115137	PF00226
ENSG00000144134	PF00071
ENSG00000080371	PF00071
ENSG00000124209	PF00071
ENSG00000112210	PF00071
ENSG00000167964	PF00071
ENSG00000079974	PF00071
ENSG00000108551	PF00071
ENSG00000123728	PF00071
ENSG00000249861	PF00337
ENSG00000168961	PF00337
ENSG00000116977	PF00337
ENSG00000100079	PF00337
ENSG00000100097	PF00337
ENSG00000131981	PF00337
ENSG00000178934	PF00337
ENSG00000205076	PF00337
ENSG00000171747	PF00337
ENSG00000105205	PF00337
ENSG00000170298	PF00337
ENSG00000119862	PF00337
ENSG00000171916	PF00337
ENSG00000006659	PF00337
ENSG00000133317	PF00337
ENSG00000105198	PF00337
ENSG00000214309	PF00753
ENSG00000105755	PF00753
ENSG00000147592	PF17778
ENSG00000176055	PF00753
ENSG00000103253	PF00753
ENSG00000141642	PF00753
ENSG00000101596	PF06470
ENSG00000137575	PF00595
ENSG00000109062	PF09007
ENSG00000213977	PF00595
ENSG00000123159	PF00595
ENSG00000159788	PF02196
ENSG00000133401	PF00595
ENSG00000115165	PF00595
ENSG00000107186	PF09045
ENSG00000011132	PF00640
ENSG00000089250	PF02898
ENSG00000106683	PF07714
ENSG00000262063	PF07714
ENSG00000182541	PF07714
ENSG00000213463	PF00595
ENSG00000107282	PF00640
ENSG00000262976	PF00640
ENSG00000172349	PF00595
ENSG00000065054	PF09007
ENSG00000120509	PF00595
ENSG00000174827	PF00595
ENSG00000265111	PF00595
ENSG00000165966	PF13923
ENSG00000166263	PF00397
ENSG00000067840	PF00595
ENSG00000161835	PF00595
ENSG00000172367	PF00595
ENSG00000139517	PF13923
ENSG00000132849	PF09045
ENSG00000072201	PF00097
ENSG00000179855	PF00595
ENSG00000137960	PF00595
ENSG00000163110	PF00412
ENSG00000034053	PF00640
ENSG00000178184	PF00564
ENSG00000124171	PF00564
ENSG00000125775	PF00595
ENSG00000186862	PF00595
ENSG00000017621	PF00595
ENSG00000166317	PF00595
ENSG00000047932	PF00595
ENSG00000102981	PF00564
ENSG00000196923	PF00412
ENSG00000100151	PF06456
ENSG00000147481	PF00595
ENSG00000172554	PF00595
ENSG00000095397	PF00595
ENSG00000158528	PF17817
ENSG00000172403	PF00595
ENSG00000155974	PF17820
ENSG00000006611	PF21219
ENSG00000100330	PF01363
ENSG00000102043	PF21098
ENSG00000104643	PF21098
ENSG00000108389	PF01363
ENSG00000003987	PF21098
ENSG00000139505	PF21098
ENSG00000197774	PF21292
ENSG00000175595	PF02732
ENSG00000154920	PF21292
ENSG00000172732	PF21136
ENSG00000137558	PF00188
ENSG00000124490	PF08562
ENSG00000139278	PF00188
ENSG00000124812	PF08562
ENSG00000096006	PF08562
ENSG00000180481	PF00188
ENSG00000173401	PF00188
ENSG00000164530	PF00188
ENSG00000103196	PF03815
ENSG00000121005	PF03815
ENSG00000101074	PF00188
ENSG00000122694	PF00188
ENSG00000167987	PF07200
ENSG00000176428	PF07200
ENSG00000262018	PF07200
ENSG00000155975	PF07200
ENSG00000139722	PF07200
ENSG00000222028	PF00227
ENSG00000008018	PF00227
ENSG00000204264	PF00227
ENSG00000206298	PF00227
ENSG00000235715	PF00227
ENSG00000226201	PF00227
ENSG00000236443	PF00227
ENSG00000231631	PF00227
ENSG00000230669	PF00227
ENSG00000230034	PF00227
ENSG00000240065	PF00227
ENSG00000240118	PF00227
ENSG00000243594	PF00227
ENSG00000243067	PF00227
ENSG00000242711	PF00227
ENSG00000243958	PF00227
ENSG00000239836	PF00227
ENSG00000240508	PF00227
ENSG00000159377	PF00227
ENSG00000142507	PF00227
ENSG00000100804	PF00227
ENSG00000108294	PF00227
ENSG00000126067	PF00227
ENSG00000059915	PF15410
ENSG00000124313	PF16453
ENSG00000144711	PF16453
ENSG00000125637	PF15410
ENSG00000107862	PF12783
ENSG00000146005	PF15410
ENSG00000164117	PF12937
ENSG00000156011	PF15410
ENSG00000120645	PF16453
ENSG00000261772	PF16453
ENSG00000262607	PF16453
ENSG00000173898	PF00435
ENSG00000115306	PF00435
ENSG00000160460	PF00435
ENSG00000121446	PF00615
ENSG00000127074	PF00615
ENSG00000143333	PF00615
ENSG00000143248	PF00615
ENSG00000169220	PF02196
ENSG00000108599	PF00615
ENSG00000148908	PF00615
ENSG00000147509	PF00615
ENSG00000116741	PF00615
ENSG00000171700	PF00615
ENSG00000117152	PF00615
ENSG00000135824	PF00615
ENSG00000090104	PF00615
ENSG00000253148	PF00615
ENSG00000132554	PF00615
ENSG00000150681	PF00615
ENSG00000091844	PF00615
ENSG00000240849	PF10520
ENSG00000172508	PF18130
ENSG00000145734	PF15963
ENSG00000164241	PF05768
ENSG00000203909	PF16005
ENSG00000203907	PF16005
ENSG00000135314	PF16005
ENSG00000203908	PF16005
ENSG00000167653	PF00021
ENSG00000176956	PF00021
ENSG00000124466	PF00021
ENSG00000085063	PF00021
ENSG00000126233	PF00021
ENSG00000011422	PF00021
ENSG00000167656	PF00021
ENSG00000160932	PF00021
ENSG00000160886	PF00021
ENSG00000262378	PF00021
ENSG00000183103	PF00021
ENSG00000159871	PF00021
ENSG00000182851	PF00021
ENSG00000204936	PF00021
ENSG00000177202	PF00021
ENSG00000131126	PF00021
ENSG00000171471	PF02991
ENSG00000170296	PF02991
ENSG00000034713	PF02991
ENSG00000197769	PF02991
ENSG00000238244	PF02991
ENSG00000140941	PF02991
ENSG00000139112	PF02991
ENSG00000101460	PF02991
ENSG00000185271	PF21536
ENSG00000087448	PF07707
ENSG00000175267	PF13768
ENSG00000168658	PF15057
ENSG00000158816	PF13757
ENSG00000145198	PF13757
ENSG00000189051	PF13445
ENSG00000233198	PF13445
ENSG00000119401	PF13445
ENSG00000022840	PF13445
ENSG00000158717	PF18574
ENSG00000145916	PF10607
ENSG00000171206	PF13445
ENSG00000105982	PF13639
ENSG00000153561	PF10607
ENSG00000124226	PF18574
ENSG00000184207	PF13344
ENSG00000167220	PF13344
ENSG00000069998	PF13344
ENSG00000103353	PF00240
ENSG00000213886	PF00240
ENSG00000206468	PF00240
ENSG00000231968	PF00240
ENSG00000228913	PF00240
ENSG00000187608	PF00240
ENSG00000170315	PF00240
ENSG00000150991	PF00240
ENSG00000102178	PF17840
ENSG00000179262	PF09280
ENSG00000119318	PF09280
ENSG00000143947	PF01599
ENSG00000051108	PF00240
ENSG00000103363	PF00240
ENSG00000135114	PF10421
ENSG00000129559	PF00240
ENSG00000167470	PF00240
ENSG00000168591	PF00240
ENSG00000175518	PF00240
ENSG00000186150	PF17840
ENSG00000164675	PF00240
ENSG00000168246	PF16455
ENSG00000147854	PF12148
ENSG00000138629	PF00240
ENSG00000034063	PF12148
ENSG00000122557	PF00240
ENSG00000164897	PF00240
ENSG00000198258	PF00240
ENSG00000175520	PF00627
ENSG00000165886	PF16455
ENSG00000160803	PF00627
ENSG00000188021	PF00627
ENSG00000135018	PF00627
ENSG00000185105	PF01284
ENSG00000100321	PF01284
ENSG00000108639	PF01284
ENSG00000127561	PF01284
ENSG00000105467	PF01284
ENSG00000102003	PF01284
ENSG00000172005	PF01284
ENSG00000102007	PF01284
ENSG00000144063	PF01284
ENSG00000008282	PF01284
ENSG00000197822	PF07303
ENSG00000143028	PF01284
ENSG00000183723	PF01284
ENSG00000170293	PF01284
ENSG00000152939	PF07303
ENSG00000163630	PF01284
ENSG00000166091	PF01284
ENSG00000153551	PF01284
ENSG00000140931	PF01284
ENSG00000179820	PF01284
ENSG00000155254	PF01284
ENSG00000091317	PF01284
ENSG00000102934	PF01284
ENSG00000171847	PF15288
ENSG00000185958	PF20870
ENSG00000135436	PF20870
ENSG00000205784	PF02752
ENSG00000130561	PF02752
ENSG00000141480	PF02752
ENSG00000120500	PF02752
ENSG00000137486	PF02752
ENSG00000197070	PF02752
ENSG00000140450	PF02752
ENSG00000105643	PF02752
ENSG00000113369	PF02752
ENSG00000117289	PF02752
ENSG00000198250	PF05587
ENSG00000206384	PF00092
ENSG00000172752	PF00092
ENSG00000100473	PF03815
ENSG00000124159	PF14670
ENSG00000142156	PF00092
ENSG00000142173	PF00092
ENSG00000163359	PF00014
ENSG00000162510	PF14670
ENSG00000215018	PF00014
ENSG00000205221	PF03815
ENSG00000169436	PF00092
ENSG00000124749	PF00092
ENSG00000187821	PF07527
ENSG00000151379	PF00010
ENSG00000063438	PF00989
ENSG00000133794	PF14598
ENSG00000134107	PF07527
ENSG00000134852	PF14598
ENSG00000118526	PF00010
ENSG00000178860	PF00010
ENSG00000113196	PF00010
ENSG00000104903	PF00010
ENSG00000196628	PF00010
ENSG00000071564	PF00010
ENSG00000162367	PF00010
ENSG00000158773	PF00010
ENSG00000143437	PF14598
ENSG00000106546	PF08447
ENSG00000072310	PF00010
ENSG00000125968	PF00010
ENSG00000172201	PF00010
ENSG00000119950	PF00010
ENSG00000139352	PF00010
ENSG00000125952	PF00010
ENSG00000164107	PF00010
ENSG00000090447	PF00010
ENSG00000115738	PF00010
ENSG00000117318	PF00010
ENSG00000171786	PF00010
ENSG00000177551	PF00010
ENSG00000059728	PF00010
ENSG00000188095	PF00010
ENSG00000198911	PF00010
ENSG00000125878	PF00010
ENSG00000205927	PF00010
ENSG00000114315	PF07527
ENSG00000123933	PF00010
ENSG00000122691	PF00010
ENSG00000105698	PF00010
ENSG00000186051	PF00010
ENSG00000165643	PF00010
ENSG00000197921	PF07527
ENSG00000173673	PF00010
ENSG00000176542	PF00010
ENSG00000183733	PF00010
ENSG00000187855	PF00010
ENSG00000180535	PF00010
ENSG00000168267	PF00010
ENSG00000261787	PF00010
ENSG00000163792	PF00010
ENSG00000177468	PF00010
ENSG00000205899	PF00010
ENSG00000187786	PF00010
ENSG00000188686	PF00010
ENSG00000174197	PF16059
ENSG00000179774	PF00010
ENSG00000125533	PF00010
ENSG00000180828	PF00010
ENSG00000184221	PF00010
ENSG00000233608	PF00010
ENSG00000029153	PF14598
ENSG00000172238	PF00010
ENSG00000181965	PF00010
ENSG00000144485	PF07527
ENSG00000146618	PF00010
ENSG00000168874	PF00010
ENSG00000140262	PF00010
ENSG00000070444	PF00010
ENSG00000170485	PF14598
ENSG00000183734	PF00010
ENSG00000166823	PF00010
ENSG00000213347	PF00010
ENSG00000179111	PF00010
ENSG00000123095	PF07527
ENSG00000178403	PF00010
ENSG00000175727	PF00010
ENSG00000172379	PF14598
ENSG00000188290	PF07527
ENSG00000009950	PF00010
ENSG00000262077	PF00010
ENSG00000176009	PF00010
ENSG00000163909	PF07527
ENSG00000120669	PF00010
ENSG00000135547	PF07527
ENSG00000108788	PF00010
ENSG00000101190	PF00010
ENSG00000122859	PF00010
ENSG00000069812	PF07527
ENSG00000164683	PF07527
ENSG00000197416	PF00061
ENSG00000164434	PF00061
ENSG00000147588	PF00061
ENSG00000138207	PF00061
ENSG00000106927	PF00014
ENSG00000229314	PF00061
ENSG00000121769	PF00061
ENSG00000176919	PF00061
ENSG00000114115	PF00061
ENSG00000122133	PF00061
ENSG00000145384	PF00061
ENSG00000170323	PF00061
ENSG00000228278	PF00061
ENSG00000143320	PF00061
ENSG00000166426	PF00061
ENSG00000160349	PF00061
ENSG00000107317	PF00061
ENSG00000114113	PF00061
ENSG00000204003	PF00061
ENSG00000148346	PF00061
ENSG00000139194	PF00061
ENSG00000164687	PF00061
ENSG00000205186	PF00061
ENSG00000184925	PF00061
ENSG00000204001	PF00061
ENSG00000177984	PF00061
ENSG00000214402	PF00061
ENSG00000148386	PF00061
ENSG00000162444	PF00061
ENSG00000171102	PF00061
ENSG00000261059	PF00061
ENSG00000122136	PF00061
ENSG00000170379	PF17291
ENSG00000198420	PF17291
ENSG00000183571	PF01470
ENSG00000130517	PF01470
ENSG00000185561	PF03798
ENSG00000223802	PF03798
ENSG00000149926	PF03798
ENSG00000167695	PF03798
ENSG00000160606	PF03798
ENSG00000152078	PF03798
ENSG00000182372	PF03798
ENSG00000169594	PF12874
ENSG00000104897	PF16835
ENSG00000144331	PF12874
ENSG00000166432	PF12874
ENSG00000169946	PF21182
ENSG00000056097	PF20965
ENSG00000198783	PF12874
ENSG00000161642	PF12874
ENSG00000151789	PF12874
ENSG00000113761	PF12874
ENSG00000105278	PF20965
ENSG00000183463	PF09349
ENSG00000103549	PF00097
ENSG00000110395	PF02762
ENSG00000179455	PF15815
ENSG00000114423	PF02762
ENSG00000155827	PF00097
ENSG00000173821	PF20173
ENSG00000204614	PF00097
ENSG00000172524	PF00097
ENSG00000237046	PF00097
ENSG00000228001	PF00097
ENSG00000224496	PF00097
ENSG00000163961	PF00097
ENSG00000145428	PF00097
ENSG00000138942	PF00097
ENSG00000197579	PF00097
ENSG00000128482	PF02263
ENSG00000204577	PF13895
ENSG00000262087	PF13895
ENSG00000105609	PF13895
ENSG00000263021	PF13895
ENSG00000189430	PF00047
ENSG00000263100	PF00047
ENSG00000262661	PF00047
ENSG00000262923	PF00047
ENSG00000262717	PF00047
ENSG00000262832	PF00047
ENSG00000261880	PF00047
ENSG00000262182	PF00047
ENSG00000262680	PF00047
ENSG00000010610	PF12104
ENSG00000154096	PF00047
ENSG00000160712	PF09240
ENSG00000157404	PF07714
ENSG00000105369	PF00047
ENSG00000186431	PF00047
ENSG00000262827	PF00047
ENSG00000262806	PF00047
ENSG00000115590	PF00047
ENSG00000122025	PF07714
ENSG00000091972	PF00047
ENSG00000125498	PF00047
ENSG00000263208	PF00047
ENSG00000243772	PF00047
ENSG00000261912	PF00047
ENSG00000263027	PF00047
ENSG00000167633	PF00047
ENSG00000240403	PF00047
ENSG00000263184	PF00047
ENSG00000262007	PF00047
ENSG00000263233	PF00047
ENSG00000262596	PF00047
ENSG00000037749	PF00047
ENSG00000244482	PF13895
ENSG00000262320	PF13895
ENSG00000186265	PF00047
ENSG00000139211	PF00047
ENSG00000263075	PF00047
ENSG00000239998	PF13895
ENSG00000262004	PF13895
ENSG00000262754	PF13895
ENSG00000131042	PF13895
ENSG00000242019	PF00047
ENSG00000262335	PF00047
ENSG00000186818	PF13895
ENSG00000104972	PF13895
ENSG00000262985	PF13895
ENSG00000262727	PF13895
ENSG00000163518	PF13895
ENSG00000189013	PF00047
ENSG00000104970	PF00047
ENSG00000182327	PF08718
ENSG00000224051	PF08718
ENSG00000139433	PF08718
ENSG00000141748	PF00025
ENSG00000168374	PF00025
ENSG00000213465	PF00025
ENSG00000138175	PF00025
ENSG00000120805	PF00025
ENSG00000122644	PF00025
ENSG00000175906	PF00025
ENSG00000188042	PF00025
ENSG00000134287	PF00025
ENSG00000165527	PF00025
ENSG00000143761	PF00025
ENSG00000004059	PF00025
ENSG00000214087	PF00025
ENSG00000101246	PF00025
ENSG00000169379	PF00025
ENSG00000174225	PF00025
ENSG00000196503	PF00025
ENSG00000179674	PF00025
ENSG00000175414	PF00025
ENSG00000152213	PF00025
ENSG00000143862	PF00025
ENSG00000165997	PF00025
ENSG00000113966	PF00025
ENSG00000079332	PF00025
ENSG00000134108	PF00025
ENSG00000185305	PF00025
ENSG00000162980	PF00025
ENSG00000152700	PF00025
ENSG00000099974	PF01187
ENSG00000240972	PF01187
ENSG00000099977	PF01187
ENSG00000178462	PF03953
ENSG00000263440	PF03953
ENSG00000104833	PF03953
ENSG00000196230	PF03953
ENSG00000183311	PF03953
ENSG00000235067	PF03953
ENSG00000224156	PF03953
ENSG00000229684	PF03953
ENSG00000227739	PF03953
ENSG00000232421	PF03953
ENSG00000232575	PF03953
ENSG00000131462	PF03953
ENSG00000123416	PF03953
ENSG00000127824	PF03953
ENSG00000188229	PF03953
ENSG00000198211	PF03953
ENSG00000137267	PF03953
ENSG00000173876	PF03953
ENSG00000261456	PF03953
ENSG00000152086	PF03953
ENSG00000167552	PF03953
ENSG00000167553	PF03953
ENSG00000176014	PF03953
ENSG00000137285	PF03953
ENSG00000101162	PF03953
ENSG00000037042	PF03953
ENSG00000183785	PF03953
ENSG00000264528	PF03953
ENSG00000074935	PF03953
ENSG00000108423	PF00091
ENSG00000123454	PF03712
ENSG00000145730	PF03712
ENSG00000079931	PF03712
ENSG00000136805	PF03351
ENSG00000182447	PF00386
ENSG00000205863	PF00386
ENSG00000131094	PF00386
ENSG00000173372	PF00386
ENSG00000173369	PF00386
ENSG00000159189	PF00386
ENSG00000240654	PF00386
ENSG00000102924	PF00386
ENSG00000171812	PF00386
ENSG00000144810	PF00386
ENSG00000184471	PF00386
ENSG00000123500	PF00386
ENSG00000181092	PF00386
ENSG00000165985	PF00386
ENSG00000139899	PF00386
ENSG00000144119	PF00386
ENSG00000186897	PF00386
ENSG00000141668	PF00386
ENSG00000133466	PF00386
ENSG00000223953	PF00386
ENSG00000173918	PF00386
ENSG00000163145	PF00386
ENSG00000172247	PF00386
ENSG00000082196	PF00386
ENSG00000145861	PF00386
ENSG00000132205	PF07546
ENSG00000173269	PF07546
ENSG00000054803	PF00386
ENSG00000138080	PF07546
ENSG00000105202	PF01269
ENSG00000205693	PF07502
ENSG00000166145	PF00014
ENSG00000120256	PF07502
ENSG00000111261	PF07502
ENSG00000198750	PF21389
ENSG00000160844	PF18700
ENSG00000239282	PF21389
ENSG00000187116	PF13895
ENSG00000262800	PF13895
ENSG00000248385	PF13895
ENSG00000262637	PF13895
ENSG00000262871	PF13895
ENSG00000262643	PF13895
ENSG00000262078	PF13895
ENSG00000262177	PF13895
ENSG00000262674	PF13895
ENSG00000263195	PF13895
ENSG00000263161	PF13895
ENSG00000162747	PF13895
ENSG00000121410	PF13895
ENSG00000203747	PF13895
ENSG00000143226	PF13895
ENSG00000072694	PF13895
ENSG00000162746	PF13895
ENSG00000167613	PF13895
ENSG00000262936	PF13895
ENSG00000167618	PF13895
ENSG00000262317	PF13895
ENSG00000189068	PF13895
ENSG00000262720	PF13895
ENSG00000262787	PF13895
ENSG00000262290	PF13895
ENSG00000262346	PF13895
ENSG00000263131	PF13895
ENSG00000262427	PF13895
ENSG00000262725	PF13895
ENSG00000262701	PF13895
ENSG00000132185	PF13895
