ensembl_gene_id,refseq_ids,uniprot_ids,gen_symbol,ensembl_prot_id,uniprot_ensembl_id,gene_age
ENSG00000253276,NP_787080.2,Q8N9Z2,CCDC71L,ENSP00000430897.2,Q8N9Z2,382
ENSG00000158683,NP_612152.1,Q8TDX9,PKD1L1,ENSP00000289672.2,Q8TDX9,680
ENSG00000179144,NP_694968.1,Q8NHV1,GIMAP7,ENSP00000315474.4,Q8NHV1,12
ENSG00000181444,NP_997219.1,Q7Z7K2,ZNF467,ENSP00000304769.3,Q7Z7K2,382
ENSG00000180535,NP_803238.1,Q7RTS1,BHLHA15,ENSP00000476312.1,Q7RTS1,810
ENSG00000164619,NP_001352237.1,Q8N8U9,BMPER,ENSP00000497748.1,Q8N8U9,680
ENSG00000048405,NP_789784.2,Q2TB10,ZNF800,ENSP00000265827.3,Q2TB10,645
ENSG00000176571,NP_775809.1,Q8NA66,CNBD1,ENSP00000430073.1,Q8NA66,544
ENSG00000164756,NP_776250.2,Q8IWU4,SLC30A8,ENSP00000415011.2,Q8IWU4,4290
ENSG00000169436,NP_690848.1,Q8NFW1,COL22A1,ENSP00000303153.6,Q8NFW1,680
ENSG00000174226,NP_689841.3,Q8N9S9,SNX31,ENSP00000312368.2,Q8N9S9,382
ENSG00000180694,NP_001008495.2,Q6YI46,TMEM64,ENSP00000414786.2,Q6YI46,1488
ENSG00000172748,NP_001035881.1,Q8TC21,ZNF596,ENSP00000381613.1,Q8TC21,132
ENSG00000188676,NP_919270.3,Q6ZQW0,IDO2,ENSP00000443432.2,Q6ZQW0,168
ENSG00000198870,NP_714921.4,Q8NE28,STKLD1,ENSP00000361025.3,Q8NE28,544
ENSG00000168263,NP_598004.1,Q8TDN2,KCNV2,ENSP00000371514.3,Q8TDN2,645
ENSG00000185585,NP_872293.2,Q68BL7,OLFML2A,ENSP00000362682.3,Q68BL7,680
ENSG00000181778,NP_694969.1,Q8N6L7,TMEM252,ENSP00000366528.4,Q8N6L7,424
ENSG00000165661,NP_859052.3,Q6ZRP7,QSOX2,ENSP00000351536.5,Q6ZRP7,987
ENSG00000107249,NP_001035878.1,Q8NEA6,GLIS3,ENSP00000371398.3,Q8NEA6,645
ENSG00000175787,NP_919301.2,Q14929,ZNF169,ENSP00000378792.2,Q14929,78
ENSG00000174016,NP_689843.1,Q8NEK8,TENT5D,ENSP00000308575.5,Q8NEK8,18
ENSG00000204271,NP_001010862.2,Q5JUX0,SPIN3,ENSP00000364054.3,Q5JUX0,25
ENSG00000189132,NP_689844.2,Q8NA70,FAM47B,ENSP00000328307.5,Q8NA70,36
ENSG00000176896,NP_001284492.1,Q8N8B7,TCEANC,ENSP00000512421.1,Q8N8B7,1488
ENSG00000174460,NP_776159.1,Q6PEW1,ZCCHC12,ENSP00000308921.2,Q6PEW1,454
ENSG00000004848,NP_620689.1,Q96QS3,ARX,ENSP00000368332.4,Q96QS3,645
ENSG00000172538,NP_001157956.1,A6NMN3,FAM170B,ENSP00000308292.6,A6NMN3,244
ENSG00000204161,NP_001275669.1,Q5T292,TMEM273,ENSP00000363268.1,Q5T292,168
ENSG00000196968,NP_775811.2,Q495W5,FUT11,ENSP00000361932.3,Q495W5,680
ENSG00000138315,NP_689848.1,Q8WWZ8,OIT3,ENSP00000333900.5,Q8WWZ8,645
ENSG00000171813,NP_612508.3,Q6NUJ5,PWWP2B,ENSP00000306324.5,Q6NUJ5,645
ENSG00000130511,NP_116016.1,Q9BWG4,SSBP4,ENSP00000270061.5,Q9BWG4,950
ENSG00000198178,NP_001358319.1,Q8WTT0,CLEC4C,ENSP00000353500.3,Q8WTT0,78
ENSG00000174953,NP_065916.2,Q9H2U1,DHX36,ENSP00000417078.1,Q9H2U1,1292
ENSG00000178084,NP_570126.2,Q8WXA8,HTR3C,ENSP00000322617.1,Q8WXA8,168
ENSG00000213203,NP_570115.1,Q8WWP7,GIMAP1,ENSP00000302833.5,Q8WWP7,101
ENSG00000149735,NP_570125.1,Q96T91,GPHA2,ENSP00000279168.2,Q96T91,680
ENSG00000171643,NP_570128.2,Q8WXG8,S100Z,ENSP00000320430.4,Q8WXG8,645
ENSG00000188243,NP_987091.1,Q7Z4G1,COMMD6,ENSP00000506987.1,Q7Z4G1,544
ENSG00000171402,NP_573440.1,Q8WTP9,XAGE3,ENSP00000303061.3,Q8WTP9,70
ENSG00000171405,NP_001373899.1,Q8WWM1,XAGE5,ENSP00000364651.1,Q8WWM1,70
ENSG00000204540,NP_054787.2,Q9UIG5,PSORS1C1,ENSP00000259881.9,Q9UIG5,25
ENSG00000204538,NP_054788.2,Q9UIG4,PSORS1C2,ENSP00000259845.4,Q9UIG4,168
ENSG00000122824,NP_001291892.1,Q8NFP7,NUDT10,ENSP00000348831.2,Q8NFP7,3
ENSG00000166106,NP_620686.1,Q8TE58,ADAMTS15,ENSP00000299164.2,Q8TE58,886
ENSG00000145536,NP_620687.2,Q8TE57,ADAMTS16,ENSP00000274181.7,Q8TE57,645
ENSG00000140470,NP_620688.2,Q8TE56,ADAMTS17,ENSP00000268070.4,Q8TE56,645
ENSG00000140873,NP_955387.1,Q8TE60,ADAMTS18,ENSP00000282849.5,Q8TE60,544
ENSG00000170516,NP_570972.2,Q8TF08,COX7B2,ENSP00000347799.3,Q8TF08,544
ENSG00000180613,NP_573574.2,Q9BZM3,GSX2,ENSP00000319118.2,Q9BZM3,950
ENSG00000171126,NP_579875.1,Q8TAE7,KCNG3,ENSP00000304127.1,Q8TAE7,645
ENSG00000146112,NP_597728.1,Q6NYC8,PPP1R18,ENSP00000274853.3,Q6NYC8,454
ENSG00000203326,NP_001335085.1,Q8N782,ZNF525,ENSP00000417696.1,Q8N782,8
ENSG00000196705,NP_597730.2,Q8TF32,ZNF431,ENSP00000308578.6,Q8TF32,8
ENSG00000182903,NP_597731.2,Q8TF20,ZNF721,ENSP00000428878.1,Q8TF20,645
ENSG00000089847,NP_001380914.1,Q8TF21,ANKRD24,ENSP00000321731.4,Q8TF21,645
ENSG00000126746,NP_001372674.1,A0A804HJE2,ZNF384,ENSP00000507462.1,A0A804HJE2,454
ENSG00000145808,NP_598377.4,A0A1X7SBR9,ADAMTS19,ENSP00000274487.5,A0A1X7SBR9,645
ENSG00000171456,NP_056153.2,Q8IXJ9,ASXL1,ENSP00000364839.4,Q8IXJ9,544
ENSG00000172403,NP_597734.2,Q9UMS6,SYNPO2,ENSP00000306015.4,Q9UMS6,544
ENSG00000177202,NP_598005.1,Q8TDM5,SPACA4,ENSP00000312774.1,Q8TDM5,244
ENSG00000104140,NP_598378.3,Q96L33,RHOV,ENSP00000220507.4,Q96L33,454
ENSG00000236444,NP_001342176.1,A0A1B0GUS4,UBE2L5,ENSP00000490225.1,A0A1B0GUS4,36
ENSG00000174885,NP_001263629.1,P59044,NLRP6,ENSP00000433617.1,P59044,132
ENSG00000197372,NP_612203.2,Q8TD23,ZNF675,ENSP00000352836.3,Q8TD23,70
ENSG00000125246,NP_996531.1,Q8N0X4,CLYBL,ENSP00000342991.4,Q8N0X4,886
ENSG00000183304,NP_777611.1,Q8IZU1,FAM9A,ENSP00000370391.3,Q8IZU1,36
ENSG00000177138,NP_995321.1,Q8IZU0,FAM9B,ENSP00000318716.5,Q8IZU0,55
ENSG00000187268,NP_777561.1,Q8IZT9,FAM9C,ENSP00000369999.3,Q8IZT9,36
ENSG00000165389,NP_612145.2,Q969W0,SPTSSA,ENSP00000298130.4,Q969W0,645
ENSG00000171611,NP_612153.2,Q6ISU1,PTCRA,ENSP00000304447.2,Q6ISU1,168
ENSG00000100413,NP_001018060.1,Q9Y535,POLR3H,ENSP00000347345.4,Q9Y535,1488
ENSG00000158201,NP_612213.2,Q8WU67,ABHD3,ENSP00000289119.2,Q8WU67,1488
ENSG00000247077,NP_001164014.1,Q96HS1,PGAM5,ENSP00000438465.1,Q96HS1,987
ENSG00000198488,NP_619651.3,Q6ZMB0,B3GNT6,ENSP00000484640.1,Q6ZMB0,950
ENSG00000146066,NP_620175.1,Q9BW72,HIGD2A,ENSP00000274787.2,Q9BW72,950
ENSG00000167916,NP_061889.2,Q2M2I5,KRT24,ENSP00000264651.2,Q2M2I5,382
ENSG00000205795,NP_001032237.1,Q717R9,CYS1,ENSP00000371234.4,Q717R9,55
ENSG00000126070,NP_079128.2,Q9H9G7,AGO3,ENSP00000362287.3,Q9H9G7,332
ENSG00000134698,NP_060099.2,Q9HCK5,AGO4,ENSP00000362306.3,Q9HCK5,544
ENSG00000198794,NP_620417.1,Q8TAC9,SCAMP5,ENSP00000406547.3,Q8TAC9,1488
ENSG00000170786,NP_620419.2,Q8N3Y7,SDR16C5,ENSP00000307607.3,Q8N3Y7,645
ENSG00000158122,NP_714542.1,Q7RTV5,PRXL2C,ENSP00000364382.3,Q7RTV5,680
ENSG00000165244,NP_710162.1,Q7RTV3,ZNF367,ENSP00000364405.4,Q7RTV3,950
ENSG00000274209,NP_001265617.1,A6NF34,ANTXRL,ENSP00000480615.1,A6NF34,454
ENSG00000203805,NP_001025230.1,Q5VZY2,PLPP4,ENSP00000381302.1,Q5VZY2,810
ENSG00000169519,NP_001107000.1,A6NJ78,METTL15,ENSP00000384369.3,A6NJ78,4290
ENSG00000284018,NP_001400931.1,A0A1W2PQ64,SSU72L5,ENSP00000491949.1,A0A1W2PQ64,25
ENSG00000160588,NP_938016.1,Q6UWV2,MPZL3,ENSP00000278949.4,Q6UWV2,454
ENSG00000148950,NP_001291203.1,Q96LU5,IMMP1L,ENSP00000435576.1,Q96LU5,1488
ENSG00000180919,NP_001005181.1,Q8NH76,OR56B4,ENSP00000321196.2,Q8NH76,454
ENSG00000170423,NP_775487.2,Q8N1N4,KRT78,ENSP00000306261.4,Q8N1N4,382
ENSG00000150977,NP_659495.1,Q969X0,RILPL2,ENSP00000280571.8,Q969X0,886
ENSG00000197653,NP_001359035.1,A0A669KB38,DNAH10,ENSP00000501095.1,A0A669KB38,987
ENSG00000151743,NP_001106873.1,Q8IY45,AMN1,ENSP00000281471.6,Q8IY45,680
ENSG00000178498,NP_848597.1,Q8N9I9,DTX3,ENSP00000338050.3,Q8N9I9,454
ENSG00000170439,NP_689850.2,Q6UX53,TMT1B,ENSP00000377796.3,Q6UX53,4290
ENSG00000133858,NP_659419.3,O60293,ZFC3H1,ENSP00000368017.4,O60293,987
ENSG00000166268,NP_872336.2,Q96LU7,MYRFL,ENSP00000448753.2,Q96LU7,544
ENSG00000151176,NP_775813.2,Q8NHP8,PLBD2,ENSP00000280800.3,Q8NHP8,1064
ENSG00000180219,NP_699195.1,Q8NEG0,GARIN6,ENSP00000315247.1,Q8NEG0,78
ENSG00000197651,NP_689851.1,Q8TC90,CCER1,ENSP00000351727.2,Q8TC90,168
ENSG00000118894,NP_958802.1,Q96G04,EEF2KMT,ENSP00000398502.3,Q96G04,4290
ENSG00000139200,NP_001230943.1,Q8IYJ0,PIANP,ENSP00000443919.1,Q8IYJ0,424
ENSG00000151065,NP_689853.3,Q8IZD4,DCP1B,ENSP00000280665.6,Q8IZD4,950
ENSG00000177119,NP_001020527.2,Q4KMQ2,ANO6,ENSP00000320087.8,Q4KMQ2,645
ENSG00000189079,NP_689854.2,Q68CP9,ARID2,ENSP00000335044.6,Q68CP9,987
ENSG00000139780,NP_001010977.1,Q5VZV1,METTL21C,ENSP00000267273.5,Q5VZV1,680
ENSG00000165633,NP_001026916.2,Q8IW00,VSTM4,ENSP00000331062.3,Q8IW00,544
ENSG00000148832,NP_690875.1,Q6QHF9,PAOX,ENSP00000278060.5,Q6QHF9,1714
ENSG00000213185,NP_689857.2,Q8N5W8,FAM24B,ENSP00000357894.3,Q8N5W8,70
ENSG00000129467,NP_001185497.1,Q8NFM4,ADCY4,ENSP00000393177.2,Q8NFM4,680
ENSG00000166262,NP_689860.2,Q96M60,FAM227B,ENSP00000299338.6,Q96M60,168
ENSG00000175318,NP_001012660.1,Q8IUY3,GRAMD2A,ENSP00000311657.7,Q8IUY3,332
ENSG00000188501,NP_997221.2,Q6UWM7,LCTL,ENSP00000512002.1,Q6UWM7,544
ENSG00000159459,NP_777576.1,Q8IWV7,UBR1,ENSP00000290650.4,Q8IWV7,544
ENSG00000229474,NP_001374192.1,C9JE40,PATL2,ENSP00000508024.1,C9JE40,1488
ENSG00000166816,NP_919417.1,Q86WU2,LDHD,ENSP00000417011.2,Q86WU2,1064
ENSG00000157353,NP_659496.2,Q8N0W3,FCSK,ENSP00000288078.6,Q8N0W3,950
ENSG00000168404,NP_689862.1,Q8NB16,MLKL,ENSP00000308351.7,Q8NB16,1488
ENSG00000170100,NP_001188336.1,A0A0A0MSW5,ZNF778,ENSP00000405289.3,A0A0A0MSW5,78
ENSG00000176715,NP_001230208.1,Q4G176,ACSF3,ENSP00000479130.1,Q4G176,1714
ENSG00000161996,NP_660337.3,Q96KV7,WDR90,ENSP00000293879.4,Q96KV7,987
ENSG00000197774,NP_001244299.1,A4GXA9,EME2,ENSP00000457353.1,A4GXA9,78
ENSG00000167984,NP_849172.2,Q7RTR2,NLRC3,ENSP00000352039.6,Q7RTR2,544
ENSG00000169189,NP_659547.2,Q8WV22,NSMCE1,ENSP00000355077.4,Q8WV22,1488
ENSG00000180035,NP_001201838.1,Q96MX3,ZNF48,ENSP00000480262.1,Q96MX3,168
ENSG00000171695,NP_001340354.1,Q8TD35,LKAAEAR1,ENSP00000302763.4,Q8TD35,454
ENSG00000158163,NP_775814.2,Q8IYY4,DZIP1L,ENSP00000332148.2,Q8IYY4,680
ENSG00000168026,NP_001353829.1,A0A804HK20,TTC21A,ENSP00000507739.1,A0A804HK20,987
ENSG00000183019,NP_777578.3,Q8IX19,MCEMP1,ENSP00000329920.3,Q8IX19,132
ENSG00000198551,NP_660338.1,Q7L945,ZNF627,ENSP00000354414.4,Q7L945,70
ENSG00000179284,NP_689867.1,Q8N907,DAND5,ENSP00000323155.1,Q8N907,544
ENSG00000196967,NP_001275729.1,Q6P3V2,ZNF585A,ENSP00000292841.7,Q6P3V2,101
ENSG00000167634,NP_001120727.1,Q8WX94,NLRP7,ENSP00000468706.1,Q8WX94,55
ENSG00000179168,NP_689870.3,Q86UU5,GGN,ENSP00000334940.5,Q86UU5,132
ENSG00000105767,NP_660339.1,Q8NFZ8,CADM4,ENSP00000222374.1,Q8NFZ8,454
ENSG00000161277,NP_689871.1,Q8NA92,THAP8,ENSP00000292894.1,Q8NA92,101
ENSG00000161265,NP_001035515.1,Q8WU68,U2AF1L4,ENSP00000368258.2,Q8WU68,168
ENSG00000188171,NP_001070143.1,Q68DY1,ZNF626,ENSP00000469958.1,Q68DY1,55
ENSG00000167483,NP_001308756.2,M0QXK3,NIBAN3,ENSP00000469225.1,M0QXK3,680
ENSG00000224420,NP_001094810.1,C9JUS6,ADM5,ENSP00000393631.2,C9JUS6,55
ENSG00000187170,NP_001374151.1,Q5TA78,LCE4A,ENSP00000357766.1,Q5TA78,3
ENSG00000172339,NP_659425.1,Q96F25,ALG14,ENSP00000359224.4,Q96F25,1488
ENSG00000009780,NP_689873.1,Q8TAV0,FAM76A,ENSP00000363065.5,Q8TAV0,886
ENSG00000187889,NP_001004303.3,Q5VWT5,FYB2,ENSP00000345972.6,Q5VWT5,132
ENSG00000188807,NP_001124396.2,Q5SNT2,TMEM201,ENSP00000344503.6,Q5SNT2,132
ENSG00000143001,NP_872338.1,Q8N0U2,TMEM61,ENSP00000360315.3,Q8N0U2,332
ENSG00000186160,NP_835235.1,Q86W10,CYP4Z1,ENSP00000334246.3,Q86W10,70
ENSG00000162585,NP_872339.3,Q6NZ36,FAAP20,ENSP00000367808.4,Q6NZ36,8
ENSG00000157211,NP_001340584.1,A0A1B0GU47,CDCP2,ENSP00000489959.1,A0A1B0GU47,645
ENSG00000117834,NP_001011547.2,Q2M3M2,SLC5A9,ENSP00000401730.2,Q2M3M2,886
ENSG00000154222,NP_001317514.1,Q5T0F9,CC2D1B,ENSP00000284376.3,Q5T0F9,1064
ENSG00000263956,NP_001372398.2,Q86T75,NBPF11,ENSP00000507808.1,Q86T75,55
ENSG00000186364,NP_001012776.1,P0C025,NUDT17,ENSP00000334437.5,P0C025,680
ENSG00000084652,NP_787048.1,P40222,TXLNA,ENSP00000362712.3,P40222,645
ENSG00000152760,NP_689878.2,Q8N7M0,DYNLT5,ENSP00000282670.2,Q8N7M0,950
ENSG00000180287,NP_001358991.1,Q8N7P1,PLD5,ENSP00000440896.1,Q8N7P1,544
ENSG00000173728,NP_001012988.1,Q5SVJ3,C1orf100,ENSP00000311218.4,Q5SVJ3,244
ENSG00000155761,NP_996879.1,Q6Q759,SPAG17,ENSP00000337804.5,Q6Q759,950
ENSG00000171790,NP_659427.3,Q499Z3,SLFNL1,ENSP00000304401.8,Q499Z3,544
ENSG00000163463,NP_776251.2,Q8N6L1,KRTCAP2,ENSP00000295682.5,Q8N6L1,454
ENSG00000160741,NP_859066.1,Q53ET0,CRTC2,ENSP00000357622.1,Q53ET0,454
ENSG00000181873,NP_001010867.1,Q5T440,IBA57,ENSP00000355672.3,Q5T440,1714
ENSG00000124103,NP_001012989.2,Q5JX71,FAM209A,ENSP00000360379.4,Q5JX71,244
ENSG00000099999,NP_001017981.1,Q9Y6U7,RNF215,ENSP00000371800.3,Q9Y6U7,987
ENSG00000128383,NP_663745.1,P31941,APOBEC3A,ENSP00000249116.2,P31941,70
ENSG00000128394,NP_660341.2,Q8IUX4,APOBEC3F,ENSP00000309749.5,Q8IUX4,78
ENSG00000184492,NP_036316.1,Q9NU39,FOXD4L1,ENSP00000302756.5,Q9NU39,3
ENSG00000163075,NP_001257978.2,Q4G0U5,CFAP221,ENSP00000393222.2,Q4G0U5,168
ENSG00000168658,NP_659429.4,Q502W6,VWA3B,ENSP00000417955.1,Q502W6,1064
ENSG00000175874,NP_722578.1,Q8IUH2,CREG2,ENSP00000315203.4,Q8IUH2,680
ENSG00000187605,NP_001274420.1,O43151,TET3,ENSP00000386869.3,O43151,544
ENSG00000183607,NP_872342.2,Q86XP6,GKN2,ENSP00000329292.4,Q86XP6,332
ENSG00000172073,NP_689883.1,Q96LM6,TEX37,ENSP00000307142.3,Q96LM6,132
ENSG00000163126,NP_659431.5,Q86SG2,ANKRD23,ENSP00000321679.4,Q86SG2,168
ENSG00000169621,NP_775816.1,Q8IW19,APLF,ENSP00000307004.4,Q8IW19,680
ENSG00000115020,NP_055855.2,Q9Y2I7,PIKFYVE,ENSP00000264380.4,Q9Y2I7,1488
ENSG00000157992,NP_776252.2,Q53RY4,KRTCAP3,ENSP00000288873.3,Q53RY4,454
ENSG00000235118,NP_001096129.1,A0A1B0GTK4,FAM237A,ENSP00000490802.1,A0A1B0GTK4,78
ENSG00000186889,NP_938017.2,Q86X19,TMEM17,ENSP00000335094.5,Q86X19,886
ENSG00000198369,NP_861449.2,Q7Z698,SPRED2,ENSP00000348753.4,Q7Z698,950
ENSG00000221944,NP_663748.1,Q96MW7,TIGD1,ENSP00000386186.3,Q96MW7,36
ENSG00000163689,NP_001380992.1,A0A2U3TZK7,CFAP20DC,ENSP00000417122.2,A0A2U3TZK7,987
ENSG00000168301,NP_001121686.1,Q8NC69,KCTD6,ENSP00000384948.3,Q8NC69,886
ENSG00000163898,NP_640341.1,Q8WWY8,LIPH,ENSP00000296252.4,Q8WWY8,645
ENSG00000169379,NP_001167621.1,Q3SXY8,ARL13B,ENSP00000377769.3,Q3SXY8,645
ENSG00000178700,NP_789785.1,Q86XF0,DHFR2,ENSP00000319170.2,Q86XF0,1292
ENSG00000186090,NP_001138615.1,Q70Z44,HTR3D,ENSP00000405409.2,Q70Z44,168
ENSG00000163584,NP_001093115.1,Q6P5R6,RPL22L1,ENSP00000346080.7,Q6P5R6,544
ENSG00000163959,NP_689885.4,Q86UW1,SLC51A,ENSP00000296327.5,Q86UW1,1714
ENSG00000174013,NP_001099043.1,P0C2W1,FBXO45,ENSP00000310332.6,P0C2W1,810
ENSG00000185909,NP_775817.1,Q8IXV7,KLHDC8B,ENSP00000327468.2,Q8IXV7,645
ENSG00000176945,NP_001269435.1,Q8N307,MUC20,ENSP00000414350.2,Q8N307,132
ENSG00000183185,NP_001099050.1,A8MPY1,GABRR3,ENSP00000420790.1,A8MPY1,544
ENSG00000154240,NP_001186094.1,Q8N8E3,CEP112,ENSP00000442784.2,Q8N8E3,645
ENSG00000184544,NP_001099041.1,A6NNS2,DHRS7C,ENSP00000459579.1,A6NNS2,4290
ENSG00000175106,NP_001128508.1,Q96ET8,TVP23C,ENSP00000464052.1,Q96ET8,1714
ENSG00000166582,NP_859067.2,Q7Z7K6,CENPV,ENSP00000299736.4,Q7Z7K6,1064
ENSG00000154803,NP_659434.2,Q8NFG4,FLCN,ENSP00000285071.4,Q8NFG4,1488
ENSG00000179598,NP_849158.2,Q8N2A8,PLD6,ENSP00000317177.3,Q8N2A8,4290
ENSG00000159314,NP_001269219.1,Q6ZUM4,ARHGAP27,ENSP00000509127.1,Q6ZUM4,1064
ENSG00000187595,NP_001378942.1,A0A8I5KWL9,ZNF385C,ENSP00000509658.1,A0A8I5KWL9,680
ENSG00000167100,NP_001244288.1,Q8IZD0,SAMD14,ENSP00000329144.4,Q8IZD0,950
ENSG00000232859,NP_001070148.1,A8MSI8,LYRM9,ENSP00000368396.3,A8MSI8,645
ENSG00000174327,NP_963860.1,Q7RTY0,SLC16A13,ENSP00000309751.6,Q7RTY0,950
ENSG00000184560,NP_783861.3,Q0P670,SPEM2,ENSP00000328061.3,Q0P670,132
ENSG00000169689,NP_001257935.1,A8MT69,CENPX,ENSP00000376168.3,A8MT69,12
ENSG00000169683,NP_659436.1,Q96CN5,LRRC45,ENSP00000306760.3,Q96CN5,680
ENSG00000133195,NP_631916.2,Q8N1S5,SLC39A11,ENSP00000255559.3,Q8N1S5,1488
ENSG00000141569,NP_775818.2,Q6PJ69,TRIM65,ENSP00000269383.3,Q6PJ69,382
ENSG00000092929,NP_954712.1,Q70J99,UNC13D,ENSP00000207549.3,Q70J99,645
ENSG00000278023,NP_663629.1,Q8NG50,RDM1,ENSP00000483549.1,Q8NG50,544
ENSG00000182557,NP_872344.3,Q6ZMD2,SPNS3,ENSP00000347721.2,Q6ZMD2,987
ENSG00000141665,NP_001136430.1,Q8NCQ5,FBXO15,ENSP00000393154.2,Q8NCQ5,544
ENSG00000206418,NP_001020471.3,A0A3B3ITT1,RAB12,ENSP00000497886.1,A0A3B3ITT1,645
ENSG00000184828,NP_001305770.1,A1YPR0,ZBTB7C,ENSP00000467877.1,A1YPR0,544
ENSG00000171574,NP_775819.1,Q8IVC4,ZNF584,ENSP00000306756.3,Q8IVC4,645
ENSG00000180532,NP_689890.1,Q8NAM6,ZSCAN4,ENSP00000321963.4,Q8NAM6,86
ENSG00000206527,NP_940684.1,Q6Y1H2,HACD2,ENSP00000373153.5,Q6Y1H2,1488
ENSG00000163527,NP_849193.1,Q8TCJ2,STT3B,ENSP00000295770.2,Q8TCJ2,4290
ENSG00000174844,NP_001352957.1,E9PG32,DNAH12,ENSP00000418137.2,E9PG32,987
ENSG00000174840,NP_808881.3,Q6L8Q7,PDE12,ENSP00000309142.7,Q6L8Q7,987
ENSG00000174839,NP_689891.1,Q8IWF6,DENND6A,ENSP00000311401.5,Q8IWF6,1714
ENSG00000181847,NP_776160.2,Q495A1,TIGIT,ENSP00000373167.3,Q495A1,454
ENSG00000205208,NP_001008394.1,Q504U0,C4orf46,ENSP00000368503.4,Q504U0,382
ENSG00000145248,NP_689892.1,Q96EP9,SLC10A4,ENSP00000273861.4,Q96EP9,680
ENSG00000169989,NP_663772.1,Q8IY51,TIGD4,ENSP00000355162.2,Q8IY51,645
ENSG00000170006,NP_689893.1,Q6P9G4,TMEM154,ENSP00000302144.3,Q6P9G4,332
ENSG00000163683,NP_777581.1,Q96QK8,SMIM14,ENSP00000295958.4,Q96QK8,950
ENSG00000170088,NP_001093859.1,Q8IY95,TMEM192,ENSP00000305069.4,Q8IY95,544
ENSG00000182552,NP_689895.2,Q6NW29,RWDD4,ENSP00000388920.2,Q6NW29,987
ENSG00000164306,NP_689896.1,Q96LW4,PRIMPOL,ENSP00000313816.6,Q96LW4,680
ENSG00000169762,NP_699196.2,Q6NXT6,TAPT1,ENSP00000385347.2,Q6NXT6,1488
ENSG00000170469,NP_919272.1,Q86W54,SPATA24,ENSP00000414920.2,Q86W54,680
ENSG00000170464,NP_689899.1,Q9H819,DNAJC18,ENSP00000302843.5,Q9H819,4290
ENSG00000164188,NP_659437.3,Q86VV4,RANBP3L,ENSP00000296604.3,Q86VV4,454
ENSG00000183323,NP_789786.2,Q86Z20,CCDC125,ENSP00000379754.2,Q86Z20,544
ENSG00000175857,NP_001291360.1,Q8N292,GAPT,ENSP00000423113.2,Q8N292,18
ENSG00000164309,NP_705838.3,Q8N3K9,CMYA5,ENSP00000394770.2,Q8N3K9,645
ENSG00000169302,NP_001106195.1,Q8WU08,STK32A,ENSP00000381030.3,Q8WU08,950
ENSG00000146221,NP_872345.2,Q5JU00,TCTE1,ENSP00000360560.4,Q5JU00,645
ENSG00000112232,NP_689901.2,Q5VWX1,KHDRBS2,ENSP00000281156.3,Q5VWX1,645
ENSG00000170279,NP_660347.1,Q8WU49,C7orf33,ENSP00000304071.2,Q8WU49,55
ENSG00000164855,NP_001091089.1,Q6ZMB5,TMEM184A,ENSP00000297477.4,Q6ZMB5,810
ENSG00000173137,NP_777582.4,Q3MIX3,ADCK5,ENSP00000310547.6,Q3MIX3,645
ENSG00000171045,NP_659440.2,Q96NA8,TSNARE1,ENSP00000428763.2,Q96NA8,78
ENSG00000196230,NP_821133.1,P07437,TUBB,ENSP00000339001.7,P07437,544
ENSG00000104679,NP_001129580.2,Q9Y3T6,R3HCC1,ENSP00000265806.8,Q9Y3T6,680
ENSG00000184647,NP_940866.2,Q6UWB4,PRSS55,ENSP00000333003.3,Q6UWB4,950
ENSG00000171060,NP_001035121.2,Q6P047,C8orf74,ENSP00000307129.5,Q6P047,680
ENSG00000169495,NP_710159.1,P83105,HTRA4,ENSP00000305919.4,P83105,1488
ENSG00000197140,NP_659441.4,Q8TC27,ADAM32,ENSP00000369238.4,Q8TC27,1292
ENSG00000177459,NP_775820.2,Q6P6B1,ERICH5,ENSP00000315614.3,Q6P6B1,168
ENSG00000168481,NP_644807.1,Q8N145,LGI3,ENSP00000302297.2,Q8N145,544
ENSG00000157693,NP_694590.2,Q5VZI3,TMEM268,ENSP00000288502.4,Q5VZI3,454
ENSG00000147894,NP_060795.1,Q96LT7,C9orf72,ENSP00000369339.3,Q96LT7,645
ENSG00000164989,NP_775821.2,Q6TFL3,CCDC171,ENSP00000370077.3,Q6TFL3,645
ENSG00000171169,NP_931045.1,Q69YI7,NAIF1,ENSP00000362170.4,Q69YI7,454
ENSG00000164970,NP_001171869.1,Q8IW50,FAM219A,ENSP00000499069.1,Q8IW50,680
ENSG00000159884,NP_777583.2,Q8WV48,CCDC107,ENSP00000414964.2,Q8WV48,132
ENSG00000165138,NP_775822.3,Q68DC2,ANKS6,ENSP00000297837.6,Q68DC2,987
ENSG00000157303,NP_659443.1,Q96L08,SUSD3,ENSP00000364621.3,Q96L08,424
ENSG00000204019,NP_001017978.1,Q5H943,CT83,ENSP00000360961.4,Q5H943,132
ENSG00000077713,NP_660348.2,Q8WUT9,SLC25A43,ENSP00000217909.7,Q8WUT9,544
ENSG00000179300,NP_689907.1,Q8N8U3,RTL3,ENSP00000316794.1,Q8N8U3,3
ENSG00000123572,NP_940867.2,Q7Z2Y5,NRK,ENSP00000434830.1,Q7Z2Y5,132
ENSG00000165359,NP_001338530.1,A0A1W2PPI5,INTS6L,ENSP00000491427.1,A0A1W2PPI5,1064
ENSG00000173275,NP_689908.3,Q6P9G9,ZNF449,ENSP00000339585.4,Q6P9G9,132
