refseq_ids	Ensembl_Gene_ID
NP_061736.1	ENSG00000253846
NP_659477.2	ENSG00000170955
NP_689666.2	ENSG00000166069
NP_001105.1	ENSG00000121281
NP_002031.2	ENSG00000154727
NP_689506.2	ENSG00000173011
NP_064560.2	ENSG00000141994
NP_004408.1	ENSG00000120129
NP_079328.3	ENSG00000176601
NP_057041.2	ENSG00000149089
NP_115598.2	ENSG00000106125
NP_877435.3	ENSG00000166415
NP_757373.1	ENSG00000108342
NP_060552.4	ENSG00000013503
NP_000673.2	ENSG00000274286
NP_001036065.1	ENSG00000104814
NP_795369.1	ENSG00000212124
NP_872434.2	ENSG00000163885
NP_848550.1	ENSG00000149651
NP_000927.1	ENSG00000175535
NP_981961.2	ENSG00000177575
NP_003492.2	ENSG00000087008
NP_872321.2	ENSG00000160352
NP_851564.1	ENSG00000103522
NP_061897.1	ENSG00000008869
NP_001157968.1	ENSG00000206530
NP_060543.5	ENSG00000167333
NP_004085.1	ENSG00000134001
NP_056045.2	ENSG00000047365
NP_116294.1	ENSG00000134453
NP_001414.1	ENSG00000134531
NP_057686.2	ENSG00000184451
NP_060549.4	ENSG00000068784
NP_859069.2	ENSG00000174939
NP_075066.1	ENSG00000135900
NP_940910.1	ENSG00000188883
NP_005824.2	ENSG00000136933
NP_000752.2	ENSG00000140505
NP_079175.2	ENSG00000101624
NP_001295071.1	ENSG00000186260
NP_001078841.1	ENSG00000204922
NP_001120645.1	ENSG00000162706
NP_115507.4	ENSG00000118690
NP_001435.1	ENSG00000164687
NP_006370.1	ENSG00000075223
NP_004203.2	ENSG00000137860
NP_001004471.1	ENSG00000180475
NP_001292510.1	ENSG00000148655
NP_001762.2	ENSG00000012124
NP_031370.2	ENSG00000125482
NP_055623.1	ENSG00000006607
NP_001129628.1	ENSG00000168813
NP_055531.1	ENSG00000072818
NP_699199.2	ENSG00000177291
NP_055848.1	ENSG00000187239
NP_001077382.1	ENSG00000166272
NP_001036038.1	ENSG00000167280
NP_694949.1	ENSG00000164325
NP_000962.2	ENSG00000147604
NP_006067.3	ENSG00000106351
NP_115925.2	ENSG00000196358
NP_659415.1	ENSG00000163006
NP_005602.3	ENSG00000103479
NP_060184.2	ENSG00000089123
NP_061819.2	ENSG00000095380
NP_005802.1	ENSG00000135414
NP_660186.1	ENSG00000076984
NP_659441.4	ENSG00000197140
NP_003329.1	ENSG00000072401
NP_001186224.2	ENSG00000121406
NP_006107.1	ENSG00000100324
NP_001172001.1	ENSG00000157224
NP_001129580.2	ENSG00000104679
NP_004841.2	ENSG00000134318
NP_490595.1	ENSG00000082258
NP_006564.1	ENSG00000102524
NP_001094874.1	ENSG00000183476
NP_006483.2	ENSG00000156150
NP_003406.1	ENSG00000090612
NP_001251.1	ENSG00000132964
NP_149097.1	ENSG00000197487
NP_001121697.2	ENSG00000165915
NP_004258.2	ENSG00000175040
NP_006071.1	ENSG00000075213
NP_001357569.2	ENSG00000168124
NP_005056.3	ENSG00000071537
NP_003109.1	ENSG00000113140
NP_004508.1	ENSG00000166333
NP_002749.2	ENSG00000108984
NP_056414.1	ENSG00000013375
NP_038472.2	ENSG00000188021
NP_061752.1	ENSG00000240764
NP_055606.1	ENSG00000165304
NP_659490.4	ENSG00000175518
NP_079463.2	ENSG00000125149
NP_077718.3	ENSG00000115286
NP_777560.2	ENSG00000179059
NP_001350634.1	ENSG00000024048
NP_061153.1	ENSG00000124226
NP_003192.1	ENSG00000108064
NP_620132.1	ENSG00000148187
NP_777584.1	ENSG00000169340
NP_060602.2	ENSG00000031691
NP_003601.1	ENSG00000101146
NP_919226.1	ENSG00000170396
NP_057057.2	ENSG00000069482
NP_689810.3	ENSG00000150667
NP_077291.1	ENSG00000135185
NP_001128217.1	ENSG00000176204
NP_061749.1	ENSG00000253305
NP_001276033.1	ENSG00000130175
NP_001013715.2	ENSG00000187942
NP_006409.3	ENSG00000102837
NP_060972.3	ENSG00000113119
NP_001862.2	ENSG00000153002
NP_008983.2	ENSG00000007952
NP_060158.2	ENSG00000119411
NP_037457.3	ENSG00000168397
NP_079359.2	ENSG00000179151
NP_036318.1	ENSG00000186790
NP_061063.2	ENSG00000112394
NP_079128.2	ENSG00000126070
NP_004482.4	ENSG00000160007
NP_443114.1	ENSG00000141946
NP_066545.3	ENSG00000101003
NP_065891.1	ENSG00000052795
NP_005465.2	ENSG00000108840
NP_620713.1	ENSG00000088782
NP_055635.3	ENSG00000154174
NP_001123992.1	ENSG00000005801
NP_001207.2	ENSG00000107159
NP_060350.1	ENSG00000115998
NP_619542.1	ENSG00000101916
NP_612153.2	ENSG00000171611
NP_006049.3	ENSG00000145901
NP_004494.1	ENSG00000197757
NP_001070993.1	ENSG00000163719
NP_079348.1	ENSG00000148334
NP_004495.2	ENSG00000173744
NP_068506.2	ENSG00000197321
NP_115543.3	ENSG00000048471
NP_005876.2	ENSG00000145495
NP_004154.2	ENSG00000041353
NP_001294997.1	ENSG00000059122
NP_001268676.1	ENSG00000146147
NP_037415.1	ENSG00000038274
NP_689707.2	ENSG00000163357
NP_000627.2	ENSG00000291237
NP_689671.2	ENSG00000197162
NP_002799.3	ENSG00000175166
NP_005329.3	ENSG00000127946
NP_005558.1	ENSG00000108679
NP_061108.3	ENSG00000139163
NP_001354585.1	ENSG00000139973
NP_001033692.2	ENSG00000152939
NP_006579.2	ENSG00000198075
NP_001074006.1	ENSG00000188817
NP_115509.5	ENSG00000136449
NP_653285.2	ENSG00000198464
NP_872422.1	ENSG00000242498
NP_848643.2	ENSG00000116819
NP_001093128.1	ENSG00000173114
NP_149419.2	ENSG00000183251
NP_079506.3	ENSG00000100897
NP_001005274.1	ENSG00000181961
NP_059995.2	ENSG00000171219
NP_006522.2	ENSG00000032742
NP_057376.2	ENSG00000126602
NP_057114.5	ENSG00000171853
NP_998812.1	ENSG00000160867
NP_115632.1	ENSG00000139173
NP_071396.4	ENSG00000137177
NP_001366215.1	ENSG00000102935
NP_001073143.1	ENSG00000175832
NP_001123465.1	ENSG00000162929
NP_958929.1	ENSG00000137171
NP_004751.2	ENSG00000164543
NP_001371941.1	ENSG00000172915
NP_036467.2	ENSG00000142347
NP_000057.3	ENSG00000021852
NP_001263629.1	ENSG00000174885
NP_060684.4	ENSG00000137269
NP_001371403.1	ENSG00000167210
NP_002243.3	ENSG00000170745
NP_065147.1	ENSG00000089737
NP_001035847.1	ENSG00000154845
NP_065954.1	ENSG00000131864
NP_937762.2	ENSG00000053747
NP_079426.2	ENSG00000143374
NP_002384.2	ENSG00000198625
NP_861448.2	ENSG00000139324
NP_055289.2	ENSG00000130768
NP_001345280.1	ENSG00000137872
NP_001357378.1	ENSG00000161551
NP_001127910.1	ENSG00000144824
NP_076941.2	ENSG00000173621
NP_060614.2	ENSG00000065665
NP_003989.2	ENSG00000109320
NP_002004.1	ENSG00000100442
NP_620128.1	ENSG00000164209
NP_000903.2	ENSG00000082556
NP_588610.2	ENSG00000113763
NP_001005162.2	ENSG00000187747
NP_001004706.1	ENSG00000176200
NP_001124172.1	ENSG00000074706
NP_612432.2	ENSG00000166734
NP_061129.1	ENSG00000170891
NP_000607.1	ENSG00000010610
NP_000985.1	ENSG00000144713
NP_940912.1	ENSG00000102313
NP_001123355.3	ENSG00000236027
NP_849149.3	ENSG00000164675
NP_000441.2	ENSG00000007908
NP_776272.1	ENSG00000123407
NP_056123.2	ENSG00000109920
NP_443076.2	ENSG00000119333
NP_054747.2	ENSG00000081087
NP_443073.1	ENSG00000162526
NP_002386.1	ENSG00000065833
NP_002618.1	ENSG00000067057
NP_004875.2	ENSG00000174498
NP_005015.1	ENSG00000242550
NP_001180289.1	ENSG00000081177
NP_000698.1	ENSG00000198049
NP_001124538.1	ENSG00000175449
NP_005188.2	ENSG00000053254
NP_054899.2	ENSG00000082515
NP_060786.1	ENSG00000167487
NP_787070.2	ENSG00000182993
NP_005163.1	ENSG00000172238
NP_000745.1	ENSG00000093010
NP_078795.2	ENSG00000039523
NP_114095.2	ENSG00000132464
NP_001307395.1	ENSG00000184307
NP_870987.2	ENSG00000173253
NP_060610.2	ENSG00000112877
NP_002987.1	ENSG00000006210
NP_002728.2	ENSG00000154229
NP_005536.1	ENSG00000129009
NP_001598.1	ENSG00000060971
NP_597717.1	ENSG00000196724
NP_689823.2	ENSG00000178395
NP_059144.1	ENSG00000166796
NP_001073986.1	ENSG00000168137
NP_694946.2	ENSG00000144152
NP_031390.1	ENSG00000166557
NP_000879.2	ENSG00000115221
NP_001353074.1	ENSG00000083067
NP_001253975.1	ENSG00000139926
NP_067075.1	ENSG00000099246
NP_835466.2	ENSG00000277494
NP_689704.4	ENSG00000162877
NP_056671.2	ENSG00000141644
NP_001124170.1	ENSG00000138741
NP_112590.1	ENSG00000213347
NP_001254656.1	ENSG00000141337
NP_056214.1	ENSG00000174744
NP_001870.3	ENSG00000127241
NP_003829.4	ENSG00000254685
NP_001365049.1	ENSG00000204406
NP_060519.1	ENSG00000104886
NP_005250.1	ENSG00000138379
NP_006659.1	ENSG00000036530
NP_003716.2	ENSG00000025423
NP_001001916.2	ENSG00000205495
NP_150092.2	ENSG00000182256
NP_005171.4	ENSG00000168283
NP_003498.1	ENSG00000155760
NP_078799.2	ENSG00000179562
NP_001263199.1	ENSG00000129071
NP_001001659.1	ENSG00000221938
NP_689948.1	ENSG00000213588
NP_065899.1	ENSG00000165757
NP_001234.3	ENSG00000120949
NP_055190.2	ENSG00000090512
NP_073570.1	ENSG00000084070
NP_001229797.1	ENSG00000139737
NP_006197.1	ENSG00000134853
NP_057199.1	ENSG00000115239
NP_001001963.1	ENSG00000279263
NP_005207.3	ENSG00000244038
NP_003375.1	ENSG00000100749
NP_604390.1	ENSG00000107014
NP_009111.2	ENSG00000118094
NP_001268704.1	ENSG00000101040
NP_055434.2	ENSG00000149403
NP_776255.2	ENSG00000196131
NP_775489.2	ENSG00000139287
NP_659417.2	ENSG00000112539
NP_689485.1	ENSG00000147457
NP_060501.4	ENSG00000178252
NP_001159867.1	ENSG00000140835
NP_112205.2	ENSG00000166126
NP_036424.2	ENSG00000180448
NP_068659.1	ENSG00000101224
NP_055234.1	ENSG00000104901
NP_653288.1	ENSG00000142405
NP_001269288.1	ENSG00000196247
NP_003945.2	ENSG00000006062
NP_113636.2	ENSG00000131943
NP_001305706.1	ENSG00000150455
NP_705843.1	ENSG00000159496
NP_060404.4	ENSG00000146247
NP_001155970.1	ENSG00000139679
NP_009068.2	ENSG00000197779
NP_006691.1	ENSG00000135148
NP_060805.3	ENSG00000022976
NP_006298.1	ENSG00000101955
NP_005246.2	ENSG00000178950
NP_001269.3	ENSG00000213341
NP_001308.1	ENSG00000136488
NP_001269803.1	ENSG00000102038
NP_114110.1	ENSG00000126391
NP_000203.2	ENSG00000259207
NP_808878.1	ENSG00000173227
NP_001371577.1	ENSG00000019485
NP_065729.1	ENSG00000144771
NP_001317277.1	ENSG00000204634
NP_004136.2	ENSG00000099331
NP_005556.1	ENSG00000043462
NP_116124.2	ENSG00000127325
NP_775268.1	ENSG00000120899
NP_078881.3	ENSG00000071205
NP_001171486.1	ENSG00000144290
NP_006765.4	ENSG00000241644
NP_065826.3	ENSG00000116299
NP_055754.3	ENSG00000153339
NP_005806.3	ENSG00000180855
NP_003692.1	ENSG00000120659
NP_001381712.1	ENSG00000160791
NP_001317629.1	ENSG00000077097
NP_001078916.1	ENSG00000154479
NP_777637.1	ENSG00000133488
NP_055221.1	ENSG00000198445
NP_055024.2	ENSG00000105672
NP_005059.2	ENSG00000112246
NP_036496.1	ENSG00000165202
NP_997304.3	ENSG00000276747
NP_001372923.1	ENSG00000031003
NP_060960.2	ENSG00000205213
NP_071363.1	ENSG00000125814
NP_006805.2	ENSG00000125818
NP_060638.2	ENSG00000100557
NP_004958.2	ENSG00000029559
NP_001123555.1	ENSG00000163995
NP_001010887.2	ENSG00000177076
NP_079478.1	ENSG00000115468
NP_055052.1	ENSG00000168619
NP_006174.1	ENSG00000133636
NP_076406.1	ENSG00000121381
NP_795364.2	ENSG00000221855
NP_001018123.1	ENSG00000181544
NP_071404.2	ENSG00000112378
NP_001041717.1	ENSG00000205279
NP_001273352.1	ENSG00000163521
NP_008885.1	ENSG00000189180
NP_443089.3	ENSG00000198783
NP_001369320.1	ENSG00000104218
NP_078824.2	ENSG00000182504
NP_115809.1	ENSG00000160961
NP_078613.1	ENSG00000134245
NP_009220.2	ENSG00000196549
NP_065933.2	ENSG00000101203
NP_005609.3	ENSG00000198719
NP_061913.3	ENSG00000109911
NP_001356370.1	ENSG00000196290
NP_008932.2	ENSG00000130958
NP_000170.1	ENSG00000116062
NP_002379.4	ENSG00000112118
NP_004819.2	ENSG00000096264
NP_061854.1	ENSG00000077232
NP_689867.1	ENSG00000179284
NP_004854.1	ENSG00000100596
NP_002092.1	ENSG00000136732
NP_543136.1	ENSG00000160188
NP_001129980.1	ENSG00000204006
NP_068707.1	ENSG00000138101
NP_073600.3	ENSG00000075420
NP_001030017.2	ENSG00000174473
NP_055263.2	ENSG00000130762
NP_689896.1	ENSG00000164306
NP_009128.1	ENSG00000111432
NP_055029.1	ENSG00000141401
NP_001121187.1	ENSG00000164506
NP_000487.1	ENSG00000244752
NP_001073943.1	ENSG00000187833
NP_852006.1	ENSG00000197584
NP_076952.1	ENSG00000170502
NP_055799.2	ENSG00000141577
NP_002849.1	ENSG00000117528
NP_078956.2	ENSG00000129173
NP_000840.2	ENSG00000134202
NP_874362.3	ENSG00000166839
NP_055297.1	ENSG00000163217
NP_149045.3	ENSG00000150275
NP_003642.3	ENSG00000060138
NP_009145.1	ENSG00000025796
NP_001719.2	ENSG00000172270
NP_004916.1	ENSG00000165272
NP_689474.1	ENSG00000151135
NP_689969.2	ENSG00000164327
NP_057524.3	ENSG00000105053
NP_060695.2	ENSG00000122692
NP_000934.1	ENSG00000168938
NP_060711.2	ENSG00000164168
NP_653208.2	ENSG00000182224
NP_001107594.1	ENSG00000149554
NP_006460.2	ENSG00000116679
NP_783641.1	ENSG00000197721
NP_689775.2	ENSG00000184661
NP_056445.3	ENSG00000135999
NP_004743.1	ENSG00000124827
NP_940867.2	ENSG00000123572
NP_848593.2	ENSG00000148942
NP_003678.2	ENSG00000131435
NP_004377.2	ENSG00000130287
NP_659802.1	ENSG00000221909
NP_059830.1	ENSG00000071127
NP_001123554.1	ENSG00000164050
NP_852608.1	ENSG00000110756
NP_065087.1	ENSG00000198018
NP_862829.1	ENSG00000182318
NP_002519.2	ENSG00000065057
NP_001382262.1	ENSG00000168502
NP_110415.1	ENSG00000164935
NP_005374.2	ENSG00000115488
NP_001358857.1	ENSG00000126705
NP_036606.2	ENSG00000143179
NP_078874.2	ENSG00000103005
NP_001373922.1	ENSG00000124092
NP_060846.2	ENSG00000165028
NP_689971.4	ENSG00000185728
NP_644814.1	ENSG00000270765
NP_079189.4	ENSG00000106034
NP_001267.2	ENSG00000133048
NP_689837.2	ENSG00000172795
NP_001127951.1	ENSG00000171492
NP_004692.1	ENSG00000157456
NP_057258.3	ENSG00000167123
NP_001091872.1	ENSG00000173276
NP_995322.1	ENSG00000188467
NP_009075.1	ENSG00000277258
NP_001356450.1	ENSG00000204599
NP_001892.2	ENSG00000118523
NP_001373025.1	ENSG00000221933
NP_057299.1	ENSG00000172889
NP_036203.1	ENSG00000148444
NP_597722.1	ENSG00000165185
NP_060930.3	ENSG00000075884
NP_057074.4	ENSG00000109790
NP_006577.2	ENSG00000137161
NP_001034786.1	ENSG00000164975
NP_001317289.1	ENSG00000101868
NP_057589.2	ENSG00000121766
NP_002403.3	ENSG00000170430
NP_065872.1	ENSG00000129003
NP_817127.1	ENSG00000101349
NP_004531.2	ENSG00000154654
NP_001103773.2	ENSG00000136878
NP_057010.1	ENSG00000164081
NP_006152.2	ENSG00000181965
NP_060267.2	ENSG00000133243
NP_569056.4	ENSG00000072952
NP_078954.4	ENSG00000137513
NP_005116.1	ENSG00000173992
NP_005217.2	ENSG00000213694
NP_001257545.1	ENSG00000117707
NP_071939.1	ENSG00000023041
NP_659412.3	ENSG00000166750
NP_005009.2	ENSG00000188389
NP_689661.1	ENSG00000167014
NP_694533.1	ENSG00000005206
NP_066303.2	ENSG00000116785
NP_001354885.1	ENSG00000164334
NP_932349.2	ENSG00000187630
NP_001073862.1	ENSG00000172986
NP_001316999.1	ENSG00000132514
NP_795371.2	ENSG00000212126
NP_001253981.1	ENSG00000141161
NP_660289.2	ENSG00000148690
NP_001071096.1	ENSG00000117362
NP_055106.1	ENSG00000100116
NP_612470.2	ENSG00000145107
NP_982354.1	ENSG00000184226
NP_003570.2	ENSG00000085999
NP_000619.3	ENSG00000243646
NP_068591.2	ENSG00000140506
NP_002549.1	ENSG00000108405
NP_055572.1	ENSG00000161021
NP_085125.1	ENSG00000167600
NP_003611.1	ENSG00000170836
NP_001108104.1	ENSG00000243789
NP_056265.2	ENSG00000128513
NP_938009.1	ENSG00000163349
NP_694984.5	ENSG00000165288
NP_036270.1	ENSG00000275700
NP_002688.3	ENSG00000143190
NP_001182058.1	ENSG00000237412
NP_056280.2	ENSG00000082516
NP_001357414.2	ENSG00000127530
NP_001276900.1	ENSG00000198040
NP_003878.1	ENSG00000151693
NP_001287850.1	ENSG00000078795
NP_060855.2	ENSG00000041802
NP_057184.1	ENSG00000173418
NP_055946.1	ENSG00000163811
NP_002168.1	ENSG00000177047
NP_149078.1	ENSG00000119523
NP_056086.2	ENSG00000109654
NP_001562.1	ENSG00000126456
NP_940974.2	ENSG00000186583
NP_001025184.1	ENSG00000214285
NP_001622.2	ENSG00000163295
NP_000681.2	ENSG00000111275
NP_542141.1	ENSG00000131050
NP_057381.3	ENSG00000116005
NP_078856.4	ENSG00000140598
NP_071766.2	ENSG00000186283
NP_079051.9	ENSG00000152147
NP_005477.2	ENSG00000141198
NP_004438.3	ENSG00000151491
NP_001335252.1	ENSG00000153827
NP_001257437.1	ENSG00000118503
NP_001020371.3	ENSG00000168928
NP_694962.1	ENSG00000177294
NP_001073979.3	ENSG00000181038
NP_569059.3	ENSG00000198881
NP_001001965.1	ENSG00000171014
NP_000890.1	ENSG00000049130
NP_665877.1	ENSG00000100577
NP_872578.1	ENSG00000135972
NP_892017.2	ENSG00000168264
NP_004127.2	ENSG00000136381
NP_055841.2	ENSG00000061987
NP_004366.1	ENSG00000166260
NP_078991.3	ENSG00000113621
NP_002813.3	ENSG00000151239
NP_073751.3	ENSG00000101574
NP_001257903.1	ENSG00000157423
NP_000921.1	ENSG00000104368
NP_115990.3	ENSG00000124370
NP_036597.1	ENSG00000095587
NP_699187.1	ENSG00000167139
NP_071941.1	ENSG00000075089
NP_066565.1	ENSG00000136448
NP_003453.3	ENSG00000163879
NP_055958.2	ENSG00000164024
NP_001269970.1	ENSG00000155313
NP_001273063.1	ENSG00000177963
NP_699191.1	ENSG00000198768
NP_112223.1	ENSG00000169871
NP_001669.3	ENSG00000129244
NP_037453.1	ENSG00000106266
NP_857594.2	ENSG00000173947
NP_005041.1	ENSG00000119688
NP_065797.2	ENSG00000088888
NP_542388.2	ENSG00000134321
NP_006377.2	ENSG00000100201
NP_076950.1	ENSG00000107625
NP_443194.1	ENSG00000164485
NP_002630.2	ENSG00000206075
NP_001106970.4	ENSG00000139915
NP_036204.2	ENSG00000125810
NP_612450.2	ENSG00000164430
NP_056106.1	ENSG00000116138
NP_055422.1	ENSG00000144224
NP_001317240.1	ENSG00000107404
NP_112497.2	ENSG00000091622
NP_076998.1	ENSG00000135974
NP_001306603.1	ENSG00000162419
NP_004317.2	ENSG00000116128
NP_001230280.2	ENSG00000013374
NP_056020.2	ENSG00000068650
NP_060483.3	ENSG00000112320
NP_060553.4	ENSG00000198816
NP_115649.1	ENSG00000171202
NP_057018.1	ENSG00000055044
NP_689590.1	ENSG00000162598
NP_064520.2	ENSG00000124535
NP_057395.1	ENSG00000130770
NP_003585.3	ENSG00000116830
NP_115866.1	ENSG00000182154
NP_001135888.2	ENSG00000164022
NP_001637.1	ENSG00000267467
NP_067647.2	ENSG00000171509
NP_001399993.1	ENSG00000240891
NP_001164580.1	ENSG00000179083
NP_009118.1	ENSG00000120688
NP_060945.2	ENSG00000134851
NP_689677.1	ENSG00000244045
NP_653284.2	ENSG00000167536
NP_775788.2	ENSG00000196715
NP_006535.1	ENSG00000070367
NP_660305.2	ENSG00000168237
NP_940941.2	ENSG00000198453
NP_689848.1	ENSG00000138315
NP_001353161.1	ENSG00000177414
NP_055702.1	ENSG00000244754
NP_001229323.1	ENSG00000164674
NP_004226.3	ENSG00000136826
NP_001096124.1	ENSG00000185652
NP_001291367.1	ENSG00000181291
NP_057173.2	ENSG00000164048
NP_060424.9	ENSG00000081803
NP_006495.1	ENSG00000132334
NP_056166.1	ENSG00000133985
NP_001271165.2	ENSG00000039319
NP_003566.1	ENSG00000170265
NP_653259.3	ENSG00000147251
NP_476510.1	ENSG00000139436
NP_055986.1	ENSG00000169180
NP_036438.2	ENSG00000135472
NP_115512.3	ENSG00000151005
NP_116171.3	ENSG00000135077
NP_001129695.1	ENSG00000117625
NP_006261.1	ENSG00000126458
NP_003496.1	ENSG00000157240
NP_001483.3	ENSG00000130283
NP_001028750.1	ENSG00000104205
NP_061948.1	ENSG00000242515
NP_001295405.1	ENSG00000152207
NP_001732.1	ENSG00000110680
NP_055146.1	ENSG00000151012
NP_001361604.1	ENSG00000102878
NP_002254.2	ENSG00000237649
NP_003162.2	ENSG00000156502
NP_001004739.1	ENSG00000205030
NP_060567.1	ENSG00000137814
NP_055592.2	ENSG00000135763
NP_002095.1	ENSG00000113088
NP_001073863.1	ENSG00000164808
NP_001124429.1	ENSG00000179397
NP_001446.1	ENSG00000118689
NP_057136.2	ENSG00000067533
NP_001265645.1	ENSG00000112234
NP_055634.3	ENSG00000198961
NP_071376.1	ENSG00000120332
NP_005338.1	ENSG00000044574
NP_872327.2	ENSG00000163012
NP_001382291.1	ENSG00000187823
NP_061866.1	ENSG00000132669
NP_000881.3	ENSG00000120457
NP_003262.1	ENSG00000214063
NP_694590.2	ENSG00000157693
NP_898885.1	ENSG00000185888
NP_004775.1	ENSG00000164100
NP_001071062.1	ENSG00000205436
NP_056183.2	ENSG00000110218
NP_001099034.1	ENSG00000204536
NP_699201.2	ENSG00000164530
NP_443725.3	ENSG00000089505
NP_002192.2	ENSG00000172183
NP_003015.2	ENSG00000205726
NP_001978.1	ENSG00000139083
NP_001057.1	ENSG00000028137
NP_443141.4	ENSG00000153404
NP_036532.1	ENSG00000117215
NP_821158.2	ENSG00000131067
NP_008929.2	ENSG00000079689
NP_057664.1	ENSG00000113555
NP_653173.1	ENSG00000167202
NP_056509.2	ENSG00000196453
NP_057450.2	ENSG00000167791
NP_659443.1	ENSG00000157303
NP_006685.1	ENSG00000143543
NP_001121646.2	ENSG00000174607
NP_114032.2	ENSG00000153187
NP_001004759.2	ENSG00000176900
NP_055847.1	ENSG00000083642
NP_003720.1	ENSG00000137996
NP_002800.2	ENSG00000108344
NP_001511.2	ENSG00000077235
NP_060376.2	ENSG00000111845
NP_001374996.1	ENSG00000151338
NP_055150.1	ENSG00000255302
NP_001269700.1	ENSG00000144504
NP_079220.2	ENSG00000154645
NP_056343.1	ENSG00000108523
NP_056246.3	ENSG00000162722
NP_006819.2	ENSG00000112249
NP_653168.2	ENSG00000174606
NP_061818.1	ENSG00000171408
NP_061198.2	ENSG00000128833
NP_001257870.1	ENSG00000176049
NP_001004476.1	ENSG00000180708
NP_006424.2	ENSG00000115523
NP_001073909.1	ENSG00000182447
NP_001354411.1	ENSG00000162843
NP_002456.2	ENSG00000196091
NP_001874.2	ENSG00000106113
NP_008881.2	ENSG00000008056
NP_057438.3	ENSG00000101187
NP_001009613.1	ENSG00000189326
NP_877433.2	ENSG00000163806
NP_055951.2	ENSG00000010327
NP_002887.2	ENSG00000173933
NP_001041631.1	ENSG00000123473
NP_001004353.2	ENSG00000197768
NP_620124.1	ENSG00000140983
NP_859525.1	ENSG00000115947
NP_777567.1	ENSG00000163605
NP_057128.2	ENSG00000115042
NP_000901.1	ENSG00000185149
NP_001272998.1	ENSG00000182919
NP_055613.1	ENSG00000225190
NP_001310611.1	ENSG00000125841
NP_116127.4	ENSG00000132185
NP_056295.1	ENSG00000177707
NP_001004463.1	ENSG00000182634
NP_001165644.1	ENSG00000178662
NP_689663.2	ENSG00000157470
NP_036536.2	ENSG00000139223
NP_004676.3	ENSG00000139505
NP_653290.2	ENSG00000197050
NP_113647.1	ENSG00000130766
NP_005964.3	ENSG00000143294
NP_001005493.1	ENSG00000188324
NP_001185979.1	ENSG00000186007
NP_443122.3	ENSG00000161031
NP_060641.2	ENSG00000136044
NP_001005494.1	ENSG00000179626
NP_116009.2	ENSG00000130299
NP_057373.1	ENSG00000135932
NP_036392.2	ENSG00000131373
NP_002393.2	ENSG00000106484
NP_036252.1	ENSG00000198087
NP_001972.1	ENSG00000085832
NP_071337.2	ENSG00000152315
NP_001005469.1	ENSG00000172769
NP_937828.3	ENSG00000183378
NP_001036111.1	ENSG00000182606
NP_000626.2	ENSG00000087903
NP_060174.2	ENSG00000168876
NP_002723.2	ENSG00000165059
NP_689729.1	ENSG00000173163
NP_001317041.1	ENSG00000122376
NP_001245146.1	ENSG00000167842
NP_003726.1	ENSG00000253159
NP_003683.2	ENSG00000241697
NP_001139542.1	ENSG00000083544
NP_004468.1	ENSG00000109536
NP_663633.1	ENSG00000258484
NP_001004755.1	ENSG00000176798
NP_001366621.1	ENSG00000168398
NP_056122.1	ENSG00000104059
NP_112174.2	ENSG00000171206
NP_002971.2	ENSG00000080293
NP_001273327.1	ENSG00000146373
NP_004091.3	ENSG00000112319
NP_071901.2	ENSG00000127328
NP_001138762.1	ENSG00000134955
NP_008979.3	ENSG00000026950
NP_001012426.1	ENSG00000137166
NP_006811.2	ENSG00000137959
NP_005596.2	ENSG00000120910
NP_001245274.1	ENSG00000163138
NP_060790.2	ENSG00000137522
NP_079170.2	ENSG00000115761
NP_054902.1	ENSG00000125971
NP_055335.2	ENSG00000132382
NP_848561.2	ENSG00000131059
NP_115570.1	ENSG00000197498
NP_003286.1	ENSG00000133112
NP_005172.1	ENSG00000164879
NP_003911.2	ENSG00000111602
NP_060460.4	ENSG00000090857
NP_001547.1	ENSG00000104365
NP_699179.2	ENSG00000174989
NP_055451.1	ENSG00000136828
NP_000516.3	ENSG00000187486
NP_001230.1	ENSG00000134480
NP_001180237.1	ENSG00000142765
NP_653229.1	ENSG00000125875
NP_001072980.1	ENSG00000166676
NP_001288002.1	ENSG00000155508
NP_006728.2	ENSG00000240403
NP_660313.1	ENSG00000161992
NP_689943.4	ENSG00000146350
NP_001292132.1	ENSG00000184939
NP_068777.1	ENSG00000136630
NP_963860.1	ENSG00000174327
NP_060337.2	ENSG00000056050
NP_075566.3	ENSG00000104524
NP_001362841.1	ENSG00000074657
NP_001034975.2	ENSG00000198482
NP_064502.9	ENSG00000133706
NP_001002759.1	ENSG00000156384
NP_006611.1	ENSG00000112339
NP_001010940.1	ENSG00000204711
NP_001106678.1	ENSG00000215845
NP_849193.1	ENSG00000163527
NP_066964.1	ENSG00000079246
NP_054754.1	ENSG00000064652
NP_061184.1	ENSG00000166685
NP_031386.2	ENSG00000213809
NP_861460.1	ENSG00000135549
NP_001108588.1	ENSG00000144031
NP_001108488.1	ENSG00000114982
NP_150597.1	ENSG00000134056
NP_110399.2	ENSG00000131233
NP_066191.1	ENSG00000172318
NP_776162.2	ENSG00000149507
NP_001063.2	ENSG00000167165
NP_689800.3	ENSG00000166323
NP_001092305.1	ENSG00000166961
NP_005233.4	ENSG00000164251
NP_067055.2	ENSG00000250799
NP_112196.3	ENSG00000121486
NP_001273464.1	ENSG00000151164
NP_057613.4	ENSG00000132932
NP_001362907.1	ENSG00000133019
