ENSGene,ENSProt
ENSG00000107165,ENSP00000373570
ENSG00000139567,ENSP00000373574
ENSG00000154237,ENSP00000373600
ENSG00000154997,ENSP00000373627
ENSG00000188522,ENSP00000373647
ENSG00000184156,ENSP00000373648
ENSG00000074356,ENSP00000373657
ENSG00000196544,ENSP00000373669
ENSG00000205309,ENSP00000373674
ENSG00000211455,ENSP00000373684
ENSG00000140279,ENSP00000373691
ENSG00000171094,ENSP00000373700
ENSG00000131504,ENSP00000373706
ENSG00000172795,ENSP00000373715
ENSG00000155827,ENSP00000373772
ENSG00000134013,ENSP00000373783
ENSG00000156886,ENSP00000373854
ENSG00000079805,ENSP00000373905
ENSG00000106105,ENSP00000373918
ENSG00000187741,ENSP00000373952
ENSG00000188176,ENSP00000373964
ENSG00000121335,ENSP00000374013
ENSG00000213996,ENSP00000374014
ENSG00000089169,ENSP00000374036
ENSG00000115423,ENSP00000374045
ENSG00000197046,ENSP00000374125
ENSG00000135632,ENSP00000374152
ENSG00000130559,ENSP00000374183
ENSG00000136535,ENSP00000374205
ENSG00000183495,ENSP00000374212
ENSG00000176153,ENSP00000374265
ENSG00000172986,ENSP00000374268
ENSG00000137815,ENSP00000374280
ENSG00000101680,ENSP00000374309
ENSG00000211460,ENSP00000374332
ENSG00000120699,ENSP00000374354
ENSG00000070476,ENSP00000374359
ENSG00000166166,ENSP00000374399
ENSG00000144283,ENSP00000374409
ENSG00000143669,ENSP00000374443
ENSG00000136141,ENSP00000374447
ENSG00000161011,ENSP00000374455
ENSG00000015133,ENSP00000374507
ENSG00000090061,ENSP00000374529
ENSG00000011275,ENSP00000374552
ENSG00000171487,ENSP00000375063
ENSG00000182782,ENSP00000375066
ENSG00000176396,ENSP00000375073
ENSG00000167393,ENSP00000375080
ENSG00000212122,ENSP00000375081
ENSG00000212128,ENSP00000375095
ENSG00000240432,ENSP00000375109
ENSG00000212710,ENSP00000375220
ENSG00000205899,ENSP00000375248
ENSG00000203950,ENSP00000375267
ENSG00000212747,ENSP00000375268
ENSG00000212938,ENSP00000375482
ENSG00000167633,ENSP00000375608
ENSG00000239998,ENSP00000375618
ENSG00000167613,ENSP00000375622
ENSG00000105619,ENSP00000375639
ENSG00000105605,ENSP00000375647
ENSG00000104960,ENSP00000375717
ENSG00000142541,ENSP00000375730
ENSG00000197380,ENSP00000375783
ENSG00000104884,ENSP00000375809
ENSG00000104892,ENSP00000375810
ENSG00000159166,ENSP00000375829
ENSG00000142330,ENSP00000375844
ENSG00000116703,ENSP00000375855
ENSG00000105323,ENSP00000375863
ENSG00000163283,ENSP00000375881
ENSG00000105221,ENSP00000375892
ENSG00000079263,ENSP00000375899
ENSG00000153820,ENSP00000375909
ENSG00000144468,ENSP00000375914
ENSG00000135912,ENSP00000375951
ENSG00000085511,ENSP00000375986
ENSG00000146453,ENSP00000376007
ENSG00000130340,ENSP00000376024
ENSG00000011590,ENSP00000376035
ENSG00000105695,ENSP00000376048
ENSG00000138439,ENSP00000376071
ENSG00000116030,ENSP00000376077
ENSG00000105176,ENSP00000376097
ENSG00000141580,ENSP00000376139
ENSG00000064989,ENSP00000376177
ENSG00000111450,ENSP00000376178
ENSG00000161267,ENSP00000376184
ENSG00000006016,ENSP00000376188
ENSG00000116539,ENSP00000376204
ENSG00000152492,ENSP00000376249
ENSG00000111912,ENSP00000376269
ENSG00000122966,ENSP00000376306
ENSG00000170144,ENSP00000376309
ENSG00000128714,ENSP00000376322
ENSG00000073350,ENSP00000376333
ENSG00000197177,ENSP00000376384
ENSG00000186407,ENSP00000376395
ENSG00000178789,ENSP00000376397
ENSG00000203485,ENSP00000376410
ENSG00000241794,ENSP00000376423
ENSG00000134954,ENSP00000376436
ENSG00000154265,ENSP00000376443
ENSG00000172318,ENSP00000376456
ENSG00000114346,ENSP00000376457
ENSG00000115339,ENSP00000376465
ENSG00000134910,ENSP00000376472
ENSG00000131323,ENSP00000376500
ENSG00000114209,ENSP00000376506
ENSG00000123636,ENSP00000376534
ENSG00000109927,ENSP00000376543
ENSG00000183160,ENSP00000376553
ENSG00000111785,ENSP00000376582
ENSG00000198873,ENSP00000376609
ENSG00000139372,ENSP00000376611
ENSG00000213218,ENSP00000376623
ENSG00000196405,ENSP00000376652
ENSG00000149591,ENSP00000376678
ENSG00000123159,ENSP00000376753
ENSG00000131788,ENSP00000376765
ENSG00000123454,ENSP00000376776
ENSG00000110777,ENSP00000376786
ENSG00000151532,ENSP00000376792
ENSG00000105887,ENSP00000376800
ENSG00000166266,ENSP00000376808
ENSG00000115107,ENSP00000376822
ENSG00000122783,ENSP00000376823
ENSG00000011143,ENSP00000376827
ENSG00000175785,ENSP00000376848
ENSG00000170962,ENSP00000376865
ENSG00000134247,ENSP00000376899
ENSG00000196358,ENSP00000376921
ENSG00000172765,ENSP00000376930
ENSG00000153094,ENSP00000376943
ENSG00000132004,ENSP00000376945
ENSG00000073921,ENSP00000377015
ENSG00000135966,ENSP00000377027
ENSG00000159199,ENSP00000377033
ENSG00000119383,ENSP00000377036
ENSG00000170703,ENSP00000377043
ENSG00000106278,ENSP00000377047
ENSG00000114554,ENSP00000377061
ENSG00000042317,ENSP00000377176
ENSG00000160211,ENSP00000377192
ENSG00000113758,ENSP00000377195
ENSG00000157423,ENSP00000377197
ENSG00000168310,ENSP00000377218
ENSG00000129355,ENSP00000377224
ENSG00000186635,ENSP00000377233
ENSG00000061987,ENSP00000377250
ENSG00000135250,ENSP00000377262
ENSG00000137497,ENSP00000377298
ENSG00000102032,ENSP00000377303
ENSG00000267673,ENSP00000377311
ENSG00000137628,ENSP00000377344
ENSG00000184845,ENSP00000377353
ENSG00000113719,ENSP00000377374
ENSG00000131470,ENSP00000377384
ENSG00000157593,ENSP00000377401
ENSG00000163541,ENSP00000377446
ENSG00000173786,ENSP00000377470
ENSG00000115364,ENSP00000377486
ENSG00000072571,ENSP00000377492
ENSG00000173801,ENSP00000377508
ENSG00000065911,ENSP00000377617
ENSG00000124356,ENSP00000377633
ENSG00000114391,ENSP00000377640
ENSG00000138468,ENSP00000377655
ENSG00000156920,ENSP00000377699
ENSG00000036054,ENSP00000377700
ENSG00000185551,ENSP00000377721
ENSG00000169379,ENSP00000377769
ENSG00000185518,ENSP00000377779
ENSG00000184500,ENSP00000377783
ENSG00000198901,ENSP00000377793
ENSG00000166965,ENSP00000377801
ENSG00000187866,ENSP00000377807
ENSG00000184508,ENSP00000377814
ENSG00000067191,ENSP00000377840
ENSG00000070669,ENSP00000377845
ENSG00000106852,ENSP00000377854
ENSG00000196159,ENSP00000377862
ENSG00000134602,ENSP00000377867
ENSG00000005194,ENSP00000377914
ENSG00000166813,ENSP00000377934
ENSG00000072110,ENSP00000377941
ENSG00000156697,ENSP00000377944
ENSG00000186867,ENSP00000377948
ENSG00000133706,ENSP00000377954
ENSG00000115484,ENSP00000377958
ENSG00000125651,ENSP00000377969
ENSG00000073417,ENSP00000378056
ENSG00000156222,ENSP00000378074
ENSG00000108700,ENSP00000378118
ENSG00000176842,ENSP00000378132
ENSG00000005059,ENSP00000378145
ENSG00000010244,ENSP00000378165
ENSG00000119737,ENSP00000378195
ENSG00000179841,ENSP00000378207
ENSG00000163935,ENSP00000378235
ENSG00000168772,ENSP00000378248
ENSG00000101901,ENSP00000378260
ENSG00000164038,ENSP00000378265
ENSG00000015479,ENSP00000378284
ENSG00000140795,ENSP00000378288
ENSG00000149503,ENSP00000378295
ENSG00000167994,ENSP00000378313
ENSG00000138814,ENSP00000378323
ENSG00000188372,ENSP00000378326
ENSG00000140682,ENSP00000378332
ENSG00000094880,ENSP00000378350
ENSG00000112984,ENSP00000378356
ENSG00000172955,ENSP00000378359
ENSG00000149476,ENSP00000378360
ENSG00000169752,ENSP00000378367
ENSG00000132589,ENSP00000378368
ENSG00000197746,ENSP00000378394
ENSG00000152377,ENSP00000378401
ENSG00000169375,ENSP00000378402
ENSG00000167701,ENSP00000378408
ENSG00000107738,ENSP00000378409
ENSG00000066117,ENSP00000378414
ENSG00000217236,ENSP00000378418
ENSG00000167397,ENSP00000378426
ENSG00000213578,ENSP00000378464
ENSG00000171700,ENSP00000378483
ENSG00000164082,ENSP00000378492
ENSG00000147206,ENSP00000378504
ENSG00000179335,ENSP00000378505
ENSG00000172772,ENSP00000378516
ENSG00000118785,ENSP00000378517
ENSG00000181619,ENSP00000378548
ENSG00000165215,ENSP00000378577
ENSG00000172493,ENSP00000378578
ENSG00000100575,ENSP00000378588
ENSG00000176410,ENSP00000378605
ENSG00000138639,ENSP00000378611
ENSG00000102385,ENSP00000378635
ENSG00000149922,ENSP00000378650
ENSG00000170312,ENSP00000378699
ENSG00000099840,ENSP00000378712
ENSG00000138674,ENSP00000378721
ENSG00000126777,ENSP00000378725
ENSG00000241258,ENSP00000378736
ENSG00000213639,ENSP00000378769
ENSG00000103485,ENSP00000378782
ENSG00000129292,ENSP00000378784
ENSG00000204287,ENSP00000378786
ENSG00000137819,ENSP00000378803
ENSG00000106153,ENSP00000378812
ENSG00000168961,ENSP00000378856
ENSG00000083290,ENSP00000378914
ENSG00000225697,ENSP00000378920
ENSG00000197930,ENSP00000379042
ENSG00000164051,ENSP00000379047
ENSG00000146676,ENSP00000379051
ENSG00000104447,ENSP00000379065
ENSG00000174808,ENSP00000379092
ENSG00000109321,ENSP00000379097
ENSG00000058404,ENSP00000379098
ENSG00000163739,ENSP00000379110
ENSG00000077238,ENSP00000379111
ENSG00000149089,ENSP00000379133
ENSG00000081051,ENSP00000379138
ENSG00000090905,ENSP00000379144
ENSG00000100490,ENSP00000379176
ENSG00000100483,ENSP00000379201
ENSG00000101144,ENSP00000379204
ENSG00000103353,ENSP00000379217
ENSG00000002746,ENSP00000379228
ENSG00000241322,ENSP00000379242
ENSG00000106571,ENSP00000379258
ENSG00000125409,ENSP00000379263
ENSG00000204427,ENSP00000379282
ENSG00000148942,ENSP00000379326
ENSG00000111728,ENSP00000379353
ENSG00000114978,ENSP00000379364
ENSG00000140307,ENSP00000379372
ENSG00000132464,ENSP00000379383
ENSG00000156170,ENSP00000379430
ENSG00000152409,ENSP00000379441
ENSG00000185104,ENSP00000379457
ENSG00000083828,ENSP00000379458
ENSG00000187094,ENSP00000379472
ENSG00000151116,ENSP00000379500
ENSG00000188846,ENSP00000379506
ENSG00000204536,ENSP00000379566
ENSG00000139190,ENSP00000379602
ENSG00000106052,ENSP00000379612
ENSG00000244482,ENSP00000379651
ENSG00000139083,ENSP00000379658
ENSG00000154330,ENSP00000379678
ENSG00000134551,ENSP00000379682
ENSG00000137869,ENSP00000379683
ENSG00000179889,ENSP00000379691
ENSG00000171033,ENSP00000379696
ENSG00000107863,ENSP00000379709
ENSG00000213822,ENSP00000379738
ENSG00000197429,ENSP00000379739
ENSG00000144645,ENSP00000379804
ENSG00000169031,ENSP00000379823
ENSG00000204614,ENSP00000379826
ENSG00000145740,ENSP00000379836
ENSG00000159921,ENSP00000379839
ENSG00000166478,ENSP00000379847
ENSG00000147576,ENSP00000379865
ENSG00000081052,ENSP00000379866
ENSG00000170291,ENSP00000379869
ENSG00000142937,ENSP00000379888
ENSG00000152056,ENSP00000379891
ENSG00000171766,ENSP00000379895
ENSG00000123219,ENSP00000379911
ENSG00000111676,ENSP00000379915
ENSG00000182247,ENSP00000379931
ENSG00000213923,ENSP00000380044
ENSG00000144597,ENSP00000380054
ENSG00000140987,ENSP00000380061
ENSG00000213928,ENSP00000380073
ENSG00000177058,ENSP00000380074
ENSG00000164638,ENSP00000380081
ENSG00000085644,ENSP00000380087
ENSG00000100146,ENSP00000380093
ENSG00000198286,ENSP00000380150
ENSG00000167332,ENSP00000380153
ENSG00000180785,ENSP00000380155
ENSG00000164172,ENSP00000380157
ENSG00000132388,ENSP00000380178
ENSG00000158669,ENSP00000380184
ENSG00000115232,ENSP00000380227
ENSG00000124564,ENSP00000380250
ENSG00000213965,ENSP00000380251
ENSG00000116044,ENSP00000380252
ENSG00000162063,ENSP00000380256
ENSG00000091428,ENSP00000380271
ENSG00000077380,ENSP00000380308
ENSG00000122692,ENSP00000380336
ENSG00000092529,ENSP00000380349
ENSG00000130988,ENSP00000380365
ENSG00000007168,ENSP00000380378
ENSG00000111186,ENSP00000380379
ENSG00000100350,ENSP00000380401
ENSG00000133612,ENSP00000380413
ENSG00000137055,ENSP00000380460
ENSG00000214026,ENSP00000380466
ENSG00000185163,ENSP00000380495
ENSG00000063854,ENSP00000380514
ENSG00000184545,ENSP00000380530
ENSG00000011243,ENSP00000380557
ENSG00000007545,ENSP00000380559
ENSG00000188428,ENSP00000380598
ENSG00000150551,ENSP00000380605
ENSG00000126001,ENSP00000380661
ENSG00000214097,ENSP00000380671
ENSG00000214102,ENSP00000380675
ENSG00000099834,ENSP00000380676
ENSG00000141519,ENSP00000380679
ENSG00000214114,ENSP00000380702
ENSG00000099849,ENSP00000380713
ENSG00000153046,ENSP00000380718
ENSG00000171262,ENSP00000380734
ENSG00000127585,ENSP00000380746
ENSG00000257949,ENSP00000380762
ENSG00000133422,ENSP00000380763
ENSG00000204852,ENSP00000380779
ENSG00000095066,ENSP00000380785
ENSG00000214160,ENSP00000380793
ENSG00000147457,ENSP00000380794
ENSG00000160285,ENSP00000380837
ENSG00000197646,ENSP00000380855
ENSG00000129472,ENSP00000380869
ENSG00000076344,ENSP00000380876
ENSG00000108510,ENSP00000380888
ENSG00000171812,ENSP00000380901
ENSG00000154134,ENSP00000380903
ENSG00000173588,ENSP00000380911
ENSG00000147010,ENSP00000380921
ENSG00000196914,ENSP00000380942
ENSG00000080608,ENSP00000380982
ENSG00000131165,ENSP00000380998
ENSG00000170677,ENSP00000381034
ENSG00000118492,ENSP00000381036
ENSG00000129538,ENSP00000381057
ENSG00000104613,ENSP00000381064
ENSG00000154928,ENSP00000381097
ENSG00000214285,ENSP00000381105
ENSG00000125388,ENSP00000381129
ENSG00000175215,ENSP00000381148
ENSG00000100099,ENSP00000381213
ENSG00000185304,ENSP00000381214
ENSG00000160200,ENSP00000381231
ENSG00000101294,ENSP00000381237
ENSG00000214360,ENSP00000381247
ENSG00000175336,ENSP00000381250
ENSG00000160193,ENSP00000381266
ENSG00000146350,ENSP00000381270
ENSG00000073969,ENSP00000381293
ENSG00000214415,ENSP00000381339
ENSG00000099977,ENSP00000381386
ENSG00000206538,ENSP00000381436
ENSG00000164871,ENSP00000381480
ENSG00000114541,ENSP00000381549
ENSG00000172361,ENSP00000381553
ENSG00000115464,ENSP00000381577
ENSG00000084207,ENSP00000381607
ENSG00000249158,ENSP00000381636
ENSG00000104885,ENSP00000381657
ENSG00000151233,ENSP00000381666
ENSG00000179526,ENSP00000381698
ENSG00000131508,ENSP00000381717
ENSG00000152234,ENSP00000381736
ENSG00000041880,ENSP00000381740
ENSG00000120659,ENSP00000381775
ENSG00000113615,ENSP00000381823
ENSG00000184743,ENSP00000381844
ENSG00000172296,ENSP00000381968
ENSG00000141425,ENSP00000381984
ENSG00000198561,ENSP00000382004
ENSG00000205629,ENSP00000382021
ENSG00000091542,ENSP00000382091
ENSG00000171988,ENSP00000382204
ENSG00000214941,ENSP00000382218
ENSG00000180509,ENSP00000382226
ENSG00000196932,ENSP00000382237
ENSG00000243927,ENSP00000382250
ENSG00000103226,ENSP00000382274
ENSG00000103222,ENSP00000382342
ENSG00000215041,ENSP00000382390
ENSG00000095015,ENSP00000382423
ENSG00000171199,ENSP00000382485
ENSG00000215114,ENSP00000382507
ENSG00000206203,ENSP00000382544
ENSG00000215187,ENSP00000382646
ENSG00000215203,ENSP00000382670
ENSG00000168913,ENSP00000382675
ENSG00000073614,ENSP00000382688
ENSG00000067900,ENSP00000382697
ENSG00000142089,ENSP00000382707
ENSG00000215217,ENSP00000382708
ENSG00000157796,ENSP00000382717
ENSG00000093072,ENSP00000382731
ENSG00000091490,ENSP00000382767
ENSG00000215262,ENSP00000382770
ENSG00000085415,ENSP00000382779
ENSG00000156284,ENSP00000382783
ENSG00000092200,ENSP00000382895
ENSG00000088832,ENSP00000383003
ENSG00000004487,ENSP00000383042
ENSG00000155313,ENSP00000383044
ENSG00000134884,ENSP00000383059
ENSG00000158270,ENSP00000383115
ENSG00000198089,ENSP00000383145
ENSG00000139734,ENSP00000383178
ENSG00000183742,ENSP00000383185
ENSG00000049759,ENSP00000383199
ENSG00000100031,ENSP00000383232
ENSG00000141639,ENSP00000383234
ENSG00000185252,ENSP00000383301
ENSG00000171587,ENSP00000383303
ENSG00000159256,ENSP00000383333
ENSG00000184470,ENSP00000383365
ENSG00000203618,ENSP00000383382
ENSG00000154845,ENSP00000383402
ENSG00000215644,ENSP00000383558
ENSG00000221978,ENSP00000383611
ENSG00000009724,ENSP00000383690
ENSG00000198160,ENSP00000383820
ENSG00000132763,ENSP00000383840
ENSG00000162522,ENSP00000383851
ENSG00000055070,ENSP00000383866
ENSG00000132031,ENSP00000383894
ENSG00000134882,ENSP00000383911
ENSG00000204020,ENSP00000383923
ENSG00000100138,ENSP00000383949
ENSG00000164649,ENSP00000383986
ENSG00000164828,ENSP00000384015
ENSG00000196498,ENSP00000384018
ENSG00000157212,ENSP00000384048
ENSG00000100368,ENSP00000384053
ENSG00000084710,ENSP00000384081
ENSG00000138101,ENSP00000384084
ENSG00000167077,ENSP00000384115
ENSG00000163520,ENSP00000384169
ENSG00000169946,ENSP00000384179
ENSG00000184178,ENSP00000384182
ENSG00000239282,ENSP00000384183
ENSG00000114933,ENSP00000384198
ENSG00000068878,ENSP00000384211
ENSG00000227488,ENSP00000384214
ENSG00000168397,ENSP00000384259
ENSG00000173039,ENSP00000384273
ENSG00000126870,ENSP00000384290
ENSG00000163811,ENSP00000384302
ENSG00000133020,ENSP00000384330
ENSG00000197889,ENSP00000384334
ENSG00000102886,ENSP00000384363
ENSG00000169519,ENSP00000384369
ENSG00000113916,ENSP00000384371
ENSG00000121764,ENSP00000384387
ENSG00000181588,ENSP00000384398
ENSG00000100288,ENSP00000384400
ENSG00000100109,ENSP00000384421
ENSG00000186638,ENSP00000384433
ENSG00000006652,ENSP00000384477
ENSG00000183741,ENSP00000384490
ENSG00000138075,ENSP00000384513
ENSG00000133794,ENSP00000384517
ENSG00000131016,ENSP00000384537
ENSG00000122584,ENSP00000384551
ENSG00000188120,ENSP00000384573
ENSG00000164199,ENSP00000384582
ENSG00000157833,ENSP00000384593
ENSG00000242441,ENSP00000384597
ENSG00000189292,ENSP00000384604
ENSG00000144045,ENSP00000384621
ENSG00000087095,ENSP00000384625
ENSG00000183955,ENSP00000384629
ENSG00000066032,ENSP00000384638
ENSG00000179988,ENSP00000384653
ENSG00000115904,ENSP00000384675
ENSG00000218823,ENSP00000384700
ENSG00000170820,ENSP00000384708
ENSG00000061455,ENSP00000384725
ENSG00000075702,ENSP00000384792
ENSG00000138081,ENSP00000384823
ENSG00000133193,ENSP00000384832
ENSG00000082898,ENSP00000384863
ENSG00000162994,ENSP00000384869
ENSG00000004846,ENSP00000384881
ENSG00000216490,ENSP00000384886
ENSG00000088926,ENSP00000384957
ENSG00000184903,ENSP00000384966
ENSG00000068796,ENSP00000385000
ENSG00000176946,ENSP00000385006
ENSG00000100346,ENSP00000385019
ENSG00000176994,ENSP00000385025
ENSG00000239713,ENSP00000385057
ENSG00000100379,ENSP00000385096
ENSG00000156687,ENSP00000385143
ENSG00000170264,ENSP00000385158
ENSG00000128242,ENSP00000385207
ENSG00000165905,ENSP00000385235
ENSG00000066044,ENSP00000385269
ENSG00000169762,ENSP00000385347
ENSG00000169575,ENSP00000385361
ENSG00000215274,ENSP00000385415
ENSG00000091106,ENSP00000385428
ENSG00000152700,ENSP00000385432
ENSG00000151276,ENSP00000385450
ENSG00000138028,ENSP00000385452
ENSG00000183434,ENSP00000385461
ENSG00000120337,ENSP00000385470
ENSG00000203852,ENSP00000385479
ENSG00000217442,ENSP00000385480
ENSG00000186951,ENSP00000385523
ENSG00000162849,ENSP00000385545
ENSG00000064393,ENSP00000385571
ENSG00000162929,ENSP00000385579
ENSG00000176624,ENSP00000385610
ENSG00000205268,ENSP00000385632
ENSG00000124006,ENSP00000385636
ENSG00000164880,ENSP00000385722
ENSG00000102172,ENSP00000385746
ENSG00000072518,ENSP00000385751
ENSG00000104356,ENSP00000385787
ENSG00000131437,ENSP00000385808
ENSG00000057935,ENSP00000385823
ENSG00000091513,ENSP00000385834
ENSG00000116117,ENSP00000385848
ENSG00000118246,ENSP00000385990
ENSG00000197616,ENSP00000386041
ENSG00000049323,ENSP00000386043
ENSG00000109472,ENSP00000386104
ENSG00000129460,ENSP00000386134
ENSG00000196730,ENSP00000386135
ENSG00000221932,ENSP00000386143
ENSG00000221821,ENSP00000386146
ENSG00000170473,ENSP00000386156
ENSG00000221869,ENSP00000386165
ENSG00000164532,ENSP00000386170
ENSG00000196659,ENSP00000386181
ENSG00000221886,ENSP00000386184
ENSG00000222028,ENSP00000386212
ENSG00000071909,ENSP00000386213
ENSG00000188739,ENSP00000386226
ENSG00000171444,ENSP00000386227
ENSG00000169220,ENSP00000386229
ENSG00000160949,ENSP00000386239
ENSG00000155755,ENSP00000386264
ENSG00000148218,ENSP00000386284
ENSG00000137474,ENSP00000386331
ENSG00000116031,ENSP00000386378
ENSG00000115594,ENSP00000386380
ENSG00000162520,ENSP00000386439
ENSG00000130561,ENSP00000386444
ENSG00000180336,ENSP00000386452
ENSG00000115977,ENSP00000386456
ENSG00000144161,ENSP00000386488
ENSG00000169221,ENSP00000386538
ENSG00000115233,ENSP00000386541
ENSG00000153165,ENSP00000386588
ENSG00000167716,ENSP00000386609
ENSG00000178199,ENSP00000386616
ENSG00000137478,ENSP00000386722
ENSG00000176407,ENSP00000386738
ENSG00000128656,ENSP00000386741
ENSG00000181555,ENSP00000386759
ENSG00000188177,ENSP00000386764
ENSG00000196604,ENSP00000386786
ENSG00000144331,ENSP00000386845
ENSG00000187605,ENSP00000386869
ENSG00000135636,ENSP00000386881
ENSG00000132405,ENSP00000386921
ENSG00000197355,ENSP00000386935
ENSG00000099338,ENSP00000386962
ENSG00000163510,ENSP00000387006
ENSG00000176058,ENSP00000387100
ENSG00000038532,ENSP00000387122
ENSG00000164904,ENSP00000387123
ENSG00000163273,ENSP00000387159
ENSG00000174007,ENSP00000387209
ENSG00000169599,ENSP00000387219
ENSG00000152229,ENSP00000387261
ENSG00000132305,ENSP00000387262
ENSG00000134278,ENSP00000387266
ENSG00000138069,ENSP00000387286
ENSG00000156414,ENSP00000387303
ENSG00000222014,ENSP00000387307
ENSG00000160703,ENSP00000387334
ENSG00000136045,ENSP00000387365
ENSG00000123119,ENSP00000387380
ENSG00000120071,ENSP00000387393
ENSG00000166595,ENSP00000387471
ENSG00000176920,ENSP00000387498
ENSG00000144712,ENSP00000387641
ENSG00000115263,ENSP00000387662
ENSG00000213759,ENSP00000387683
ENSG00000166025,ENSP00000387739
ENSG00000137948,ENSP00000387822
ENSG00000140694,ENSP00000387911
ENSG00000177082,ENSP00000387982
ENSG00000221983,ENSP00000388107
ENSG00000146856,ENSP00000388275
ENSG00000215845,ENSP00000388293
ENSG00000172819,ENSP00000388510
ENSG00000196954,ENSP00000388566
ENSG00000163508,ENSP00000388620
ENSG00000115840,ENSP00000388658
ENSG00000234438,ENSP00000388723
ENSG00000138434,ENSP00000388731
ENSG00000096395,ENSP00000388825
ENSG00000182552,ENSP00000388920
ENSG00000108669,ENSP00000389095
ENSG00000198242,ENSP00000389103
ENSG00000187323,ENSP00000389140
ENSG00000058272,ENSP00000389168
ENSG00000168237,ENSP00000389175
ENSG00000106392,ENSP00000389176
ENSG00000196917,ENSP00000389255
ENSG00000131196,ENSP00000389377
ENSG00000144589,ENSP00000389383
ENSG00000143569,ENSP00000389445
ENSG00000230594,ENSP00000389513
ENSG00000178222,ENSP00000389709
ENSG00000183230,ENSP00000389714
ENSG00000166289,ENSP00000389787
ENSG00000064195,ENSP00000389870
ENSG00000225190,ENSP00000389913
ENSG00000164953,ENSP00000389998
ENSG00000142544,ENSP00000390011
ENSG00000188782,ENSP00000390423
ENSG00000181418,ENSP00000390590
ENSG00000185313,ENSP00000390600
ENSG00000204290,ENSP00000390613
ENSG00000143889,ENSP00000390625
ENSG00000183246,ENSP00000390630
ENSG00000100372,ENSP00000390722
ENSG00000092108,ENSP00000390783
ENSG00000235863,ENSP00000390784
ENSG00000167654,ENSP00000390941
ENSG00000146926,ENSP00000391137
ENSG00000184640,ENSP00000391249
ENSG00000184702,ENSP00000391311
ENSG00000106541,ENSP00000391490
ENSG00000154479,ENSP00000391504
ENSG00000138964,ENSP00000391583
ENSG00000213462,ENSP00000391594
ENSG00000167131,ENSP00000391692
ENSG00000134644,ENSP00000391723
ENSG00000241878,ENSP00000391739
ENSG00000171388,ENSP00000391800
ENSG00000083799,ENSP00000392025
ENSG00000171316,ENSP00000392028
ENSG00000070961,ENSP00000392043
ENSG00000135597,ENSP00000392065
ENSG00000160305,ENSP00000392066
ENSG00000108883,ENSP00000392094
ENSG00000163362,ENSP00000392105
ENSG00000023734,ENSP00000392270
ENSG00000224586,ENSP00000392398
ENSG00000189056,ENSP00000392423
ENSG00000108604,ENSP00000392617
ENSG00000174574,ENSP00000392678
ENSG00000141506,ENSP00000392812
ENSG00000160360,ENSP00000392828
ENSG00000230989,ENSP00000392896
ENSG00000223638,ENSP00000392936
ENSG00000187416,ENSP00000393128
ENSG00000274764,ENSP00000393136
ENSG00000141665,ENSP00000393154
ENSG00000163075,ENSP00000393222
ENSG00000231500,ENSP00000393241
ENSG00000188613,ENSP00000393275
ENSG00000127527,ENSP00000393313
ENSG00000139921,ENSP00000393316
ENSG00000163412,ENSP00000393324
ENSG00000168280,ENSP00000393379
ENSG00000105141,ENSP00000393417
ENSG00000163995,ENSP00000393511
ENSG00000100360,ENSP00000393541
ENSG00000179364,ENSP00000393559
ENSG00000115760,ENSP00000393596
ENSG00000080546,ENSP00000393762
ENSG00000157107,ENSP00000393776
ENSG00000189114,ENSP00000393840
ENSG00000236334,ENSP00000393845
ENSG00000069764,ENSP00000393847
ENSG00000237649,ENSP00000393963
ENSG00000082482,ENSP00000394033
ENSG00000203879,ENSP00000394071
ENSG00000237190,ENSP00000394183
ENSG00000150764,ENSP00000394352
ENSG00000196510,ENSP00000394394
ENSG00000050748,ENSP00000394560
ENSG00000185033,ENSP00000394720
ENSG00000101493,ENSP00000394757
ENSG00000164309,ENSP00000394770
ENSG00000115271,ENSP00000394842
ENSG00000107099,ENSP00000394888
ENSG00000228278,ENSP00000394936
ENSG00000169181,ENSP00000394954
ENSG00000232040,ENSP00000395259
ENSG00000160345,ENSP00000395281
ENSG00000222011,ENSP00000395340
ENSG00000104774,ENSP00000395473
ENSG00000236027,ENSP00000395505
ENSG00000169057,ENSP00000395535
ENSG00000182095,ENSP00000395538
ENSG00000079337,ENSP00000395708
ENSG00000163938,ENSP00000395772
ENSG00000165671,ENSP00000395929
ENSG00000188393,ENSP00000396163
ENSG00000113141,ENSP00000396301
ENSG00000228716,ENSP00000396308
ENSG00000007314,ENSP00000396320
ENSG00000164823,ENSP00000396445
ENSG00000108592,ENSP00000396673
ENSG00000244731,ENSP00000396688
ENSG00000114982,ENSP00000396749
ENSG00000141905,ENSP00000396843
ENSG00000169136,ENSP00000396954
ENSG00000140320,ENSP00000396976
ENSG00000237671,ENSP00000397103
ENSG00000115592,ENSP00000397133
ENSG00000185652,ENSP00000397297
ENSG00000215045,ENSP00000397351
ENSG00000171136,ENSP00000397415
ENSG00000102804,ENSP00000397435
ENSG00000133103,ENSP00000397441
ENSG00000136518,ENSP00000397552
ENSG00000164329,ENSP00000397563
ENSG00000232838,ENSP00000397881
ENSG00000185404,ENSP00000397911
ENSG00000106086,ENSP00000397947
ENSG00000133740,ENSP00000398124
ENSG00000103342,ENSP00000398131
ENSG00000189046,ENSP00000398181
